game_id,start_time,end_time,time_class,rules,white_username,white_result,black_username,black_result,moves,nMoves,blackMoves,whiteMoves,nBlackMoves,nWhiteMoves
1147372702,2015-05-10T08:23:31,2015-05-10T08:25:12,Blitz,ChessRule,8606161,resigned,11600241,win,"['d4', 'd5', 'c4', 'dxc4', 'Nc3', 'c6', 'a4', 'Bd7', 'Nf3', 'Nf6', 'Bg5', 'b5', 'axb5', 'cxb5', 'e3', 'b4', 'Na4', 'Nc6', 'Bxc4', 'e6', 'Rc1', 'Be7', 'b3', 'O-O', 'O-O', 'a5', 'Bb5', 'Rc8', 'Nc5', 'Bxc5', 'Rxc5', 'h6', 'Bh4', 'Ne7', 'Bxf6', 'gxf6', 'Rxc8', 'Qxc8', 'Bxd7', 'Qxd7', 'Nd2', 'f5', 'Qh5', 'Kg7', 'Nc4', 'Qb5', 'Ne5', 'Nd5', 'h3', 'Nf6', 'Qf3', 'Ne4', 'Qh5', 'Nf6', 'Qd1', 'Rc8', 'f3', 'Rc3', 'Re1', 'Nd5', 'e4', 'Nf4', 'Nc4', 'a4', 'Qd2', 'Nd3', 'Rb1', 'axb3', 'Ne5', 'Nxe5', 'dxe5', 'Qxe5', 'exf5', 'Qxf5', 'Qd4+', 'e5', 'Qd1', 'Qc2', 'Qe1', 'b2', 'Qxe5+', 'Kh7', 'Rxb2', 'Qxb2', 'Qf5+', 'Kg8', 'Qg4+', 'Kf8', 'Qh5', 'Rc1+', 'Kh2', 'Qf6', 'Qc5+', 'Rxc5', '0-1']",95,"['d4', 'c4', 'Nc3', 'a4', 'Nf3', 'Bg5', 'axb5', 'e3', 'Na4', 'Bxc4', 'Rc1', 'b3', 'O-O', 'Bb5', 'Nc5', 'Rxc5', 'Bh4', 'Bxf6', 'Rxc8', 'Bxd7', 'Nd2', 'Qh5', 'Nc4', 'Ne5', 'h3', 'Qf3', 'Qh5', 'Qd1', 'f3', 'Re1', 'e4', 'Nc4', 'Qd2', 'Rb1', 'Ne5', 'dxe5', 'exf5', 'Qd4+', 'Qd1', 'Qe1', 'Qxe5+', 'Rxb2', 'Qf5+', 'Qg4+', 'Qh5', 'Kh2', 'Qc5+', '0-1']","['d5', 'dxc4', 'c6', 'Bd7', 'Nf6', 'b5', 'cxb5', 'b4', 'Nc6', 'e6', 'Be7', 'O-O', 'a5', 'Rc8', 'Bxc5', 'h6', 'Ne7', 'gxf6', 'Qxc8', 'Qxd7', 'f5', 'Kg7', 'Qb5', 'Nd5', 'Nf6', 'Ne4', 'Nf6', 'Rc8', 'Rc3', 'Nd5', 'Nf4', 'a4', 'Nd3', 'axb3', 'Nxe5', 'Qxe5', 'Qxf5', 'e5', 'Qc2', 'b2', 'Kh7', 'Qxb2', 'Kg8', 'Kf8', 'Rc1+', 'Qf6', 'Rxc5']",48,47
1147375641,2015-05-10T08:25:15,2015-05-10T08:29:38,Blitz,ChessRule,623725,win,12956830,resigned,"['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'c5', 'Qe3', 'd6', 'Nc3', 'Nc6', 'Bc4', 'Be6', 'Nd5', 'Nf6', 'Nf3', 'Be7', 'O-O', 'O-O', 'h3', 'a6', 'a4', 'h6', 'c3', 'Na5', 'Ba2', 'c4', 'Nxe7+', 'Qxe7', 'Nd4', 'Nd7', 'f4', 'f5', 'exf5', 'Qh4', 'fxe6', 'Nf6', 'Nf5', 'Qh5', 'g4', 'Qe8', 'Nxd6', 'Qe7', 'Nxc4', 'Nc6', 'f5', 'Rae8', 'b3', 'Kh8', 'Ba3', 'Nxg4', 'hxg4', 'Qh4', 'Qe2', 'Rf6', 'Rae1', 'h5', 'gxh5', 'Rh6', 'Rf2', 'Rxh5', 'Qxh5+', 'Qxh5', 'Rh2', '1-0']",64,"['e4', 'd4', 'Qxd4', 'Qe3', 'Nc3', 'Bc4', 'Nd5', 'Nf3', 'O-O', 'h3', 'a4', 'c3', 'Ba2', 'Nxe7+', 'Nd4', 'f4', 'exf5', 'fxe6', 'Nf5', 'g4', 'Nxd6', 'Nxc4', 'f5', 'b3', 'Ba3', 'hxg4', 'Qe2', 'Rae1', 'gxh5', 'Rf2', 'Qxh5+', 'Rh2']","['e5', 'exd4', 'c5', 'd6', 'Nc6', 'Be6', 'Nf6', 'Be7', 'O-O', 'a6', 'h6', 'Na5', 'c4', 'Qxe7', 'Nd7', 'f5', 'Qh4', 'Nf6', 'Qh5', 'Qe8', 'Qe7', 'Nc6', 'Rae8', 'Kh8', 'Nxg4', 'Qh4', 'Rf6', 'h5', 'Rh6', 'Rxh5', 'Qxh5', '1-0']",32,32
1147379006,2015-05-10T08:36:04,2015-05-10T08:37:38,Blitz,ChessRule,13600656,win,4000510,timeout,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'c5', 'dxc5', 'dxc5', 'Qxd8', 'Rxd8', 'Bxc5', 'Nc6', 'Ba3', 'Be6', 'Nd5', 'Nd7', 'Nxe7+', 'Nxe7', 'Bxe7', 'Bxb2', 'Rb1', 'Bc3+', 'Kf2', 'Bd4+', 'Kg3', 'Re8', 'Ba3', 'b6', 'Ne2', 'Be5+', 'f4', 'Bc7', 'Nc3', 'g5', 'Bc1', 'h5', 'h4', 'gxf4+', 'Bxf4', 'Rac8', 'Nd5', 'Bxf4+', 'Kxf4', 'Kh7', 'Be2', 'Kh6', 'Bf3', 'Rxc4', 'Rbc1', 'Ra4', 'Rcd1', 'Nc5', 'Rd2', 'Bxd5', 'Rxd5', 'Nxe4', 'Bxe4', 'Rexe4+', 'Kg3', 'Rg4+', 'Kf3', 'Raf4+', 'Ke3', 'Re4+', 'Kd3', 'Ra4', 'Rf1', 'Ra3+', 'Kc2', 'Rxg2+', 'Kb1', 'Raxa2', 'Rxf7', 'Rab2+', 'Kc1', 'Rbc2+', 'Kd1', 'Rc6', 'Rdf5', 'Rgg6', 'Rd5', 'Rgd6', 'Rf5', 'Rxd5+', 'Rxd5', 'a5', 'Kd2', 'a4', 'Kd3', 'a3', 'Rd4', 'b5', 'Re4', 'Rc4', 'Re1', 'Rxh4', 'Ra1', 'b4', 'Ke3', 'Rh3+', 'Kf4', 'Rh2', 'Rd1', 'Rb2', 'Rd6+', 'Kg7', 'Rd7+', 'Kf6', 'Ra7', 'a2', 'Ra6+', 'Ke7', 'Ke5', 'Re2+', 'Kd5', 'b3', 'Ra8', 'Kf6', 'Ra6+', 'Kg5', 'Ra5', 'Rd2+', 'Kc4+', 'Kh4', 'Kxb3', 'Kg3', 'Rg5+', 'Kh4', 'Rg1', 'Rf2', 'Rh1+', 'Kg3', 'Rg1+', 'Rg2', 'Re1', 'h4', 'Re3+', '1-0']",144,"['d4', 'c4', 'Nc3', 'e4', 'f3', 'Be3', 'dxc5', 'Qxd8', 'Bxc5', 'Ba3', 'Nd5', 'Nxe7+', 'Bxe7', 'Rb1', 'Kf2', 'Kg3', 'Ba3', 'Ne2', 'f4', 'Nc3', 'Bc1', 'h4', 'Bxf4', 'Nd5', 'Kxf4', 'Be2', 'Bf3', 'Rbc1', 'Rcd1', 'Rd2', 'Rxd5', 'Bxe4', 'Kg3', 'Kf3', 'Ke3', 'Kd3', 'Rf1', 'Kc2', 'Kb1', 'Rxf7', 'Kc1', 'Kd1', 'Rdf5', 'Rd5', 'Rf5', 'Rxd5', 'Kd2', 'Kd3', 'Rd4', 'Re4', 'Re1', 'Ra1', 'Ke3', 'Kf4', 'Rd1', 'Rd6+', 'Rd7+', 'Ra7', 'Ra6+', 'Ke5', 'Kd5', 'Ra8', 'Ra6+', 'Ra5', 'Kc4+', 'Kxb3', 'Rg5+', 'Rg1', 'Rh1+', 'Rg1+', 'Re1', 'Re3+']","['Nf6', 'g6', 'Bg7', 'd6', 'O-O', 'c5', 'dxc5', 'Rxd8', 'Nc6', 'Be6', 'Nd7', 'Nxe7', 'Bxb2', 'Bc3+', 'Bd4+', 'Re8', 'b6', 'Be5+', 'Bc7', 'g5', 'h5', 'gxf4+', 'Rac8', 'Bxf4+', 'Kh7', 'Kh6', 'Rxc4', 'Ra4', 'Nc5', 'Bxd5', 'Nxe4', 'Rexe4+', 'Rg4+', 'Raf4+', 'Re4+', 'Ra4', 'Ra3+', 'Rxg2+', 'Raxa2', 'Rab2+', 'Rbc2+', 'Rc6', 'Rgg6', 'Rgd6', 'Rxd5+', 'a5', 'a4', 'a3', 'b5', 'Rc4', 'Rxh4', 'b4', 'Rh3+', 'Rh2', 'Rb2', 'Kg7', 'Kf6', 'a2', 'Ke7', 'Re2+', 'b3', 'Kf6', 'Kg5', 'Rd2+', 'Kh4', 'Kg3', 'Kh4', 'Rf2', 'Kg3', 'Rg2', 'h4', '1-0']",72,72
1147382577,2015-05-10T08:38:19,2015-05-10T08:39:53,Blitz,ChessRule,14534215,win,4680790,resigned,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Bb5', 'Qa5+', 'Nc3', 'Qxb5', 'Nxb5', 'Nxd4', 'Nfxd4', 'Kd7', 'Be3', 'e6', 'O-O-O', 'a6', 'Nc3', 'Kc7', 'f4', 'Nf6', 'h3', 'Be7', 'g4', 'Nd7', 'g5', 'Nb6', 'f5', 'Nc4', 'Bf2', 'b5', 'h4', 'Bd7', 'b3', 'Ne5', 'Bg3', 'Rhd8', 'Rhf1', 'Be8', 'fxe6', 'f6', 'Nf5', 'Nc6', 'Nd5+', 'Kb7', 'Nfxe7', 'Nxe7', 'Nxe7', 'Rdc8', 'Nxc8', 'Rxc8', 'gxf6', 'gxf6', 'Rxf6', 'Bg6', 'Rxg6', 'hxg6', 'Bxd6', 'Rc3', 'e5', 'Rh3', 'e7', '1-0']",66,"['e4', 'Nf3', 'd4', 'Qxd4', 'Bb5', 'Nc3', 'Nxb5', 'Nfxd4', 'Be3', 'O-O-O', 'Nc3', 'f4', 'h3', 'g4', 'g5', 'f5', 'Bf2', 'h4', 'b3', 'Bg3', 'Rhf1', 'fxe6', 'Nf5', 'Nd5+', 'Nfxe7', 'Nxe7', 'Nxc8', 'gxf6', 'Rxf6', 'Rxg6', 'Bxd6', 'e5', 'e7']","['c5', 'd6', 'cxd4', 'Nc6', 'Qa5+', 'Qxb5', 'Nxd4', 'Kd7', 'e6', 'a6', 'Kc7', 'Nf6', 'Be7', 'Nd7', 'Nb6', 'Nc4', 'b5', 'Bd7', 'Ne5', 'Rhd8', 'Be8', 'f6', 'Nc6', 'Kb7', 'Nxe7', 'Rdc8', 'Rxc8', 'gxf6', 'Bg6', 'hxg6', 'Rc3', 'Rh3', '1-0']",33,33
1147383828,2015-05-10T08:40:54,2015-05-10T08:42:41,Blitz,ChessRule,3503950,resigned,13702971,win,"['d4', 'c5', 'd5', 'e5', 'dxe6', 'fxe6', 'c4', 'Nf6', 'e3', 'd5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'Nc3', 'Be7', 'a3', 'O-O', 'h3', 'Kh8', 'Bb5', 'Be6', 'O-O', 'a6', 'Ba4', 'b5', 'Bc2', 'Qc7', 'Bb1', 'Rad8', 'Ne2', 'Bg8', 'Nf4', 'd4', 'exd4', 'cxd4', 'Nd3', 'Bd6', 'Ba2', 'Bxa2', 'Rxa2', 'Qf7', 'Ra1', 'Bb8', 'Bg5', 'h6', 'Bf4', 'Bxf4', 'Nxf4', 'Ne4', 'Nd3', 'Qd5', 'Rc1', 'Na5', 'Re1', 'Nc4', 'Qe2', 'Rde8', 'Nh4', 'Kh7', 'Qg4', 'Ng5', 'Qf5+', 'Rxf5', '0-1']",65,"['d4', 'd5', 'dxe6', 'c4', 'e3', 'cxd5', 'Nf3', 'Nc3', 'a3', 'h3', 'Bb5', 'O-O', 'Ba4', 'Bc2', 'Bb1', 'Ne2', 'Nf4', 'exd4', 'Nd3', 'Ba2', 'Rxa2', 'Ra1', 'Bg5', 'Bf4', 'Nxf4', 'Nd3', 'Rc1', 'Re1', 'Qe2', 'Nh4', 'Qg4', 'Qf5+', '0-1']","['c5', 'e5', 'fxe6', 'Nf6', 'd5', 'exd5', 'Nc6', 'Be7', 'O-O', 'Kh8', 'Be6', 'a6', 'b5', 'Qc7', 'Rad8', 'Bg8', 'd4', 'cxd4', 'Bd6', 'Bxa2', 'Qf7', 'Bb8', 'h6', 'Bxf4', 'Ne4', 'Qd5', 'Na5', 'Nc4', 'Rde8', 'Kh7', 'Ng5', 'Rxf5']",33,32
1147396846,2015-05-10T09:05:04,2015-05-10T09:09:05,Blitz,ChessRule,8601097,timeout,4132190,win,"['d4', 'e6', 'Nf3', 'Nf6', 'Bg5', 'Be7', 'c3', 'b6', 'Nbd2', 'Bb7', 'e3', 'c5', 'Bd3', 'd5', 'O-O', 'Nbd7', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'Bxe7', 'Qxe7', 'Qg4', 'f5', 'exf6', 'gxf6', 'e4', 'Ne5', 'Qh5+', 'Qf7', 'Bb5+', 'Ke7', 'Qxf7+', 'Kxf7', 'exd5', 'exd5', 'f4', 'Ng4', 'Rae1', 'a6', 'Bd7', 'Nh6', 'Be6+', 'Kg7', 'Re3', 'Rhd8', 'Rg3+', 'Kh8', 'f5', 'Bc8', 'Re3', 'Re8', 'Rfe1', 'Nxf5', 'Bxf5', 'Rxe3', 'Rxe3', 'Bxf5', 'Rf3', 'Bg6', 'Rxf6', 'b5', 'Rd6', 'Bf7', 'Nf3', 'a5', 'Ne5', 'Bg8', 'Ng4', 'd4', 'cxd4', 'cxd4', 'a3', 'Rc8', 'Rxd4', 'Rc1+', 'Kf2', 'Rc2+', 'Kg3', 'Rxb2', 'Rd8', 'Kg7', 'Rd7+', 'Kg6', 'Ra7', 'a4', 'Ne5+', 'Kf5', 'Nf3', 'Rb3', 'Rb7', 'Bc4', 'Rxh7', 'Rxa3', 'h4', 'Rxf3+', 'gxf3', 'a3', 'Ra7', 'a2', 'h5', 'Kg5', 'f4+', 'Kxh5', 'Kf3', 'b4', 'Ke4', 'b3', 'Kd4', 'b2', 'Kxc4', 'b1=Q', 'Ra6', 'a1=Q', 'Rxa1', 'Qxa1', 'Kd3', 'Kg4', '0-1']",119,"['d4', 'Nf3', 'Bg5', 'c3', 'Nbd2', 'e3', 'Bd3', 'O-O', 'Ne5', 'dxe5', 'Bxe7', 'Qg4', 'exf6', 'e4', 'Qh5+', 'Bb5+', 'Qxf7+', 'exd5', 'f4', 'Rae1', 'Bd7', 'Be6+', 'Re3', 'Rg3+', 'f5', 'Re3', 'Rfe1', 'Bxf5', 'Rxe3', 'Rf3', 'Rxf6', 'Rd6', 'Nf3', 'Ne5', 'Ng4', 'cxd4', 'a3', 'Rxd4', 'Kf2', 'Kg3', 'Rd8', 'Rd7+', 'Ra7', 'Ne5+', 'Nf3', 'Rb7', 'Rxh7', 'h4', 'gxf3', 'Ra7', 'h5', 'f4+', 'Kf3', 'Ke4', 'Kd4', 'Kxc4', 'Ra6', 'Rxa1', 'Kd3', '0-1']","['e6', 'Nf6', 'Be7', 'b6', 'Bb7', 'c5', 'd5', 'Nbd7', 'Nxe5', 'Nd7', 'Qxe7', 'f5', 'gxf6', 'Ne5', 'Qf7', 'Ke7', 'Kxf7', 'exd5', 'Ng4', 'a6', 'Nh6', 'Kg7', 'Rhd8', 'Kh8', 'Bc8', 'Re8', 'Nxf5', 'Rxe3', 'Bxf5', 'Bg6', 'b5', 'Bf7', 'a5', 'Bg8', 'd4', 'cxd4', 'Rc8', 'Rc1+', 'Rc2+', 'Rxb2', 'Kg7', 'Kg6', 'a4', 'Kf5', 'Rb3', 'Bc4', 'Rxa3', 'Rxf3+', 'a3', 'a2', 'Kg5', 'Kxh5', 'b4', 'b3', 'b2', 'b1=Q', 'a1=Q', 'Qxa1', 'Kg4']",60,59
1147409552,2015-05-10T09:27:38,2015-05-10T09:31:14,Blitz,ChessRule,10609970,win,13603434,resigned,"['c4', 'Nf6', 'Nc3', 'g6', 'g3', 'Bg7', 'Bg2', 'd6', 'Nf3', 'O-O', 'O-O', 'e5', 'b4', 'a5', 'b5', 'h6', 'Rb1', 'Nbd7', 'd3', 'Nc5', 'Ne1', 'Be6', 'Ba3', 'Nfd7', 'Nc2', 'f5', 'Qd2', 'Qf6', 'Ne3', 'Rae8', 'Ned5', 'Qd8', 'b6', 'cxb6', 'Nb5', 'Nf6', 'Nbc7', 'Nxd5', 'Nxe8', 'Qxe8', 'cxd5', 'Bc8', 'Rxb6', 'Qa4', 'Bxc5', 'dxc5', 'Rc1', 'f4', 'Rxc5', 'fxg3', 'hxg3', 'Qd4', 'Qe3', 'Qa1+', 'Rc1', 'Qxa2', 'Rxg6', 'a4', 'Qxe5', 'Rf7', 'Rxc8+', 'Kh7', 'Qe4', '1-0']",64,"['c4', 'Nc3', 'g3', 'Bg2', 'Nf3', 'O-O', 'b4', 'b5', 'Rb1', 'd3', 'Ne1', 'Ba3', 'Nc2', 'Qd2', 'Ne3', 'Ned5', 'b6', 'Nb5', 'Nbc7', 'Nxe8', 'cxd5', 'Rxb6', 'Bxc5', 'Rc1', 'Rxc5', 'hxg3', 'Qe3', 'Rc1', 'Rxg6', 'Qxe5', 'Rxc8+', 'Qe4']","['Nf6', 'g6', 'Bg7', 'd6', 'O-O', 'e5', 'a5', 'h6', 'Nbd7', 'Nc5', 'Be6', 'Nfd7', 'f5', 'Qf6', 'Rae8', 'Qd8', 'cxb6', 'Nf6', 'Nxd5', 'Qxe8', 'Bc8', 'Qa4', 'dxc5', 'f4', 'fxg3', 'Qd4', 'Qa1+', 'Qxa2', 'a4', 'Rf7', 'Kh7', '1-0']",32,32
1147412830,2015-05-10T09:33:02,2015-05-10T09:34:12,Blitz,ChessRule,403512,win,2200465,resigned,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'Nf6', 'e5', 'Nfd7', 'f4', 'c5', 'c3', 'Nc6', 'Ndf3', 'Qb6', 'h4', 'cxd4', 'cxd4', 'Bb4+', 'Kf2', 'O-O', 'g3', 'f6', 'Kg2', 'fxe5', 'fxe5', 'a6', 'Ne2', 'Rxf3', 'Kxf3', 'Ndxe5+', 'dxe5', 'Nxe5+', 'Kg2', 'Bd7', 'Qd4', 'Qd6', 'Bf4', '1-0']",38,"['e4', 'd4', 'Nd2', 'e5', 'f4', 'c3', 'Ndf3', 'h4', 'cxd4', 'Kf2', 'g3', 'Kg2', 'fxe5', 'Ne2', 'Kxf3', 'dxe5', 'Kg2', 'Qd4', 'Bf4']","['e6', 'd5', 'Nf6', 'Nfd7', 'c5', 'Nc6', 'Qb6', 'cxd4', 'Bb4+', 'O-O', 'f6', 'fxe5', 'a6', 'Rxf3', 'Ndxe5+', 'Nxe5+', 'Bd7', 'Qd6', '1-0']",19,19
1147414913,2015-05-10T09:38:36,2015-05-10T09:41:24,Blitz,ChessRule,320242,timeout,13700090,win,"['e4', 'c5', 'Nf3', 'e6', 'd4', 'd5', 'dxc5', 'Bxc5', 'Bb5+', 'Nc6', 'O-O', 'Ne7', 'exd5', 'exd5', 'Nc3', 'O-O', 'Bg5', 'Be6', 'Qe2', 'h6', 'Bh4', 'a6', 'Ba4', 'Nd4', 'Qd3', 'Bf5', 'Qd1', 'Bg4', 'Re1', 'Bxf3', 'gxf3', 'Qc7', 'Bxe7', 'Bxe7', 'Nxd5', 'Qc4', 'Nxe7+', 'Kh8', 'Bb3', 'Nxb3', 'cxb3', 'Qh4', 'Qd7', 'Qg5+', 'Qg4', 'Qc5', 'Nf5', 'Rg8', 'Re7', 'g6', 'Qd4+', 'Qxd4', 'Nxd4', 'Rae8', 'Rxf7', 'Rd8', 'Ne6', 'Rde8', 'Nc5', 'Rg7', 'Rxb7', 'Rxb7', 'Nxb7', 'Rb8', 'Nc5', 'Rb5', 'Nxa6', 'Ra5', 'Nb4', 'Rg5+', 'Kf1', 'Rf5', 'Nd3', 'Rh5', 'Ne5', 'Rxe5', 'a4', 'Rh5', 'a5', 'Rxh2', 'Ke2', 'Rh5', 'a6', 'Re5+', 'Kd3', 'Re8', 'Kc4', 'Ra8', 'a7', 'Rc8+', 'Kb5', 'Ra8', 'Ka6', 'Kg7', 'Kb7', 'Re8', 'a8=Q', 'Re7+', '0-1']",99,"['e4', 'Nf3', 'd4', 'dxc5', 'Bb5+', 'O-O', 'exd5', 'Nc3', 'Bg5', 'Qe2', 'Bh4', 'Ba4', 'Qd3', 'Qd1', 'Re1', 'gxf3', 'Bxe7', 'Nxd5', 'Nxe7+', 'Bb3', 'cxb3', 'Qd7', 'Qg4', 'Nf5', 'Re7', 'Qd4+', 'Nxd4', 'Rxf7', 'Ne6', 'Nc5', 'Rxb7', 'Nxb7', 'Nc5', 'Nxa6', 'Nb4', 'Kf1', 'Nd3', 'Ne5', 'a4', 'a5', 'Ke2', 'a6', 'Kd3', 'Kc4', 'a7', 'Kb5', 'Ka6', 'Kb7', 'a8=Q', '0-1']","['c5', 'e6', 'd5', 'Bxc5', 'Nc6', 'Ne7', 'exd5', 'O-O', 'Be6', 'h6', 'a6', 'Nd4', 'Bf5', 'Bg4', 'Bxf3', 'Qc7', 'Bxe7', 'Qc4', 'Kh8', 'Nxb3', 'Qh4', 'Qg5+', 'Qc5', 'Rg8', 'g6', 'Qxd4', 'Rae8', 'Rd8', 'Rde8', 'Rg7', 'Rxb7', 'Rb8', 'Rb5', 'Ra5', 'Rg5+', 'Rf5', 'Rh5', 'Rxe5', 'Rh5', 'Rxh2', 'Rh5', 'Re5+', 'Re8', 'Ra8', 'Rc8+', 'Ra8', 'Kg7', 'Re8', 'Re7+']",50,49
1147418531,2015-05-10T09:45:18,2015-05-10T09:46:41,Blitz,ChessRule,4129709,resigned,13900102,win,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'dxe4', 'Nxe4', 'Nd7', 'Nf3', 'Ngf6', 'Ng3', 'Be7', 'Bd3', 'O-O', 'O-O', 'b6', 'Qe2', 'Bb7', 'Ne5', 'c5', 'c3', 'cxd4', 'cxd4', 'Rc8', 'Rd1', 'Nd5', 'Nh5', 'N7f6', 'a3', 'Nxh5', 'Qxh5', 'Nf6', 'Qh3', 'Be4', 'Be3', 'Qd5', 'f3', 'Bxd3', 'Nxd3', 'Qb3', 'Bf4', 'Nd5', 'Be5', 'Ne3', 'Rd2', 'Rc2', 'Qg3', 'Nf5', 'Qg5', 'Bxg5', '0-1']",51,"['e4', 'd4', 'Nd2', 'Nxe4', 'Nf3', 'Ng3', 'Bd3', 'O-O', 'Qe2', 'Ne5', 'c3', 'cxd4', 'Rd1', 'Nh5', 'a3', 'Qxh5', 'Qh3', 'Be3', 'f3', 'Nxd3', 'Bf4', 'Be5', 'Rd2', 'Qg3', 'Qg5', '0-1']","['e6', 'd5', 'dxe4', 'Nd7', 'Ngf6', 'Be7', 'O-O', 'b6', 'Bb7', 'c5', 'cxd4', 'Rc8', 'Nd5', 'N7f6', 'Nxh5', 'Nf6', 'Be4', 'Qd5', 'Bxd3', 'Qb3', 'Nd5', 'Ne3', 'Rc2', 'Nf5', 'Bxg5']",26,25
1147421533,2015-05-10T09:48:43,2015-05-10T09:50:36,Blitz,ChessRule,13502875,win,822590,resigned,"['e4', 'd6', 'd4', 'Nd7', 'Bd3', 'c6', 'f4', 'e5', 'c3', 'Ngf6', 'Nf3', 'Qc7', 'O-O', 'Be7', 'Qe1', 'O-O', 'fxe5', 'dxe5', 'Bg5', 'Qb6', 'Nbd2', 'Qxb2', 'Nc4', 'Qb5', 'Ncxe5', 'Qb6', 'Nxd7', 'Bxd7', 'Ne5', 'Qc7', 'Qh4', 'c5', 'Nxd7', 'Qxd7', 'e5', 'h6', 'Bxf6', 'gxf6', 'exf6', 'cxd4', 'Qg3+', '1-0']",42,"['e4', 'd4', 'Bd3', 'f4', 'c3', 'Nf3', 'O-O', 'Qe1', 'fxe5', 'Bg5', 'Nbd2', 'Nc4', 'Ncxe5', 'Nxd7', 'Ne5', 'Qh4', 'Nxd7', 'e5', 'Bxf6', 'exf6', 'Qg3+']","['d6', 'Nd7', 'c6', 'e5', 'Ngf6', 'Qc7', 'Be7', 'O-O', 'dxe5', 'Qb6', 'Qxb2', 'Qb5', 'Qb6', 'Bxd7', 'Qc7', 'c5', 'Qxd7', 'h6', 'gxf6', 'cxd4', '1-0']",21,21
1147423667,2015-05-10T09:47:25,2015-05-10T09:52:07,Blitz,ChessRule,13301314,resigned,4902122,win,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'Nf6', 'dxc5', 'Qa5+', 'c3', 'Nxe4', 'Qa4+', 'Qxa4', '0-1']",13,"['e4', 'Nf3', 'd4', 'dxc5', 'c3', 'Qa4+', '0-1']","['c5', 'd6', 'Nf6', 'Qa5+', 'Nxe4', 'Qxa4']",7,6
1147424206,2015-05-10T09:53:40,2015-05-10T09:58:21,Blitz,ChessRule,2915235,win,5012600,timeout,"['Nf3', 'Nf6', 'c4', 'g6', 'g3', 'Bg7', 'Bg2', 'd6', 'Nc3', 'O-O', 'd3', 'e5', 'Bg5', 'h6', 'Bxf6', 'Bxf6', 'O-O', 'Bg7', 'Rb1', 'a5', 'a3', 'f5', 'Qc2', 'Nd7', 'b4', 'axb4', 'axb4', 'Nf6', 'b5', 'Be6', 'Nd2', 'Rb8', 'Nd5', 'Nxd5', 'cxd5', 'Bd7', 'Rfc1', 'Rc8', 'Rb4', 'Rf7', 'Qb3', 'f4', 'Rbc4', 'fxg3', 'hxg3', 'Be8', 'b6', 'c6', 'dxc6', 'Bxc6', 'Bxc6', 'bxc6', 'Rxc6', 'Rb8', 'Rc7', 'd5', 'Rxf7', 'Kxf7', 'Rc7+', 'Kf8', 'Qb4+', 'Kg8', 'Qc5', 'Bf8', 'Qc6', 'Qd6', 'Nf3', 'e4', 'Nd4', 'e3', 'Qxd6', 'Bxd6', 'Rc6', 'exf2+', 'Kxf2', 'Be5', 'Nf3', 'Bb2', 'Rxg6+', '1-0']",80,"['Nf3', 'c4', 'g3', 'Bg2', 'Nc3', 'd3', 'Bg5', 'Bxf6', 'O-O', 'Rb1', 'a3', 'Qc2', 'b4', 'axb4', 'b5', 'Nd2', 'Nd5', 'cxd5', 'Rfc1', 'Rb4', 'Qb3', 'Rbc4', 'hxg3', 'b6', 'dxc6', 'Bxc6', 'Rxc6', 'Rc7', 'Rxf7', 'Rc7+', 'Qb4+', 'Qc5', 'Qc6', 'Nf3', 'Nd4', 'Qxd6', 'Rc6', 'Kxf2', 'Nf3', 'Rxg6+']","['Nf6', 'g6', 'Bg7', 'd6', 'O-O', 'e5', 'h6', 'Bxf6', 'Bg7', 'a5', 'f5', 'Nd7', 'axb4', 'Nf6', 'Be6', 'Rb8', 'Nxd5', 'Bd7', 'Rc8', 'Rf7', 'f4', 'fxg3', 'Be8', 'c6', 'Bxc6', 'bxc6', 'Rb8', 'd5', 'Kxf7', 'Kf8', 'Kg8', 'Bf8', 'Qd6', 'e4', 'e3', 'Bxd6', 'exf2+', 'Be5', 'Bb2', '1-0']",40,40
