,game_id,start_time,end_time,time_class,rules,white_username,white_result,black_username,black_result,moves,nMoves
61,1147292032,10/05/2015 05:59,10/05/2015 6:01,bullet,chess,8601747,win,24601942,timeout,"['e4', 'Nf6', 'e5', 'Ng8', 'Nc3', 'd6', 'exd6', 'Qxd6', 'd4', 'Nf6', 'g3', 'c5', 'dxc5', 'Qxd1+', 'Kxd1', 'e5', 'Nb5', 'Na6', 'b4', 'Bd7', 'a3', 'Bxb5', 'Bxb5+', 'Kd8', 'Bxa6', 'bxa6', 'Nf3', 'Kc8', 'Nxe5', 'Be7', 'Nxf7', 'Rf8', 'Ne5', 'Rd8+', 'Ke2', 'a5', 'f4', 'Kb7', 'Be3', 'axb4', 'axb4', 'a5', 'b5', 'a4', 'c6+', 'Kc7', 'b6+', 'Kd6', 'Nf7+', 'Ke6', 'Nxd8+', 'Rxd8', 'c7', '1-0']",54
62,1147294111,10/05/2015 06:03,10/05/2015 6:05,bullet,chess,140805,timeout,8617619,win,"['e4', 'e6', 'Nf3', 'd5', 'e5', 'c5', 'b4', 'cxb4', 'a3', 'Nc6', 'axb4', 'Bxb4', 'c3', 'Bf8', 'd4', 'Nge7', 'Bd3', 'Ng6', 'h4', 'h5', 'Bxg6', 'fxg6', 'Qd3', 'Ne7', 'Ba3', 'Nf5', 'Bxf8', 'Rxf8', 'Na3', 'Bd7', 'Nb5', 'a6', 'Nd6+', 'Nxd6', 'exd6', 'Qf6', 'O-O', 'Bb5', 'Qc2', 'Bxf1', 'Rxf1', 'O-O-O', 'c4', 'Rxd6', 'cxd5+', 'Kb8', 'dxe6', 'Qxe6', 'Rb1', 'Rxf3', 'gxf3', 'Rxd4', 'Qc5', 'Qd5', 'Qf8+', 'Ka7', 'Qxg7', 'Rxh4', 'Qxg6', 'Rd4', 'Qb6+', 'Ka8', 'Kg2', 'h4', 'Re1', 'h3+', 'Kh2', 'Qd8', 'Qxd8+', 'Rxd8', 'Kxh3', 'Rg8', 'Re7', 'Ka7', 'f4', 'a5', 'f5', 'a4', 'Re5', 'Kb6', 'Re6+', 'Kc5', 'f6', 'Kc4', 'Re7', 'Rh8+', '0-1']",87
63,1147295680,10/05/2015 06:05,10/05/2015 6:07,bullet,chess,30937000,win,13301560,resigned,"['e4', 'Nf6', 'e5', 'Nd5', 'Nc3', 'Nb6', 'd4', 'd5', 'f4', 'Nc6', 'Nf3', 'Bg4', 'Be3', 'Bxf3', 'Qxf3', 'e6', 'f5', 'Qd7', 'fxe6', 'fxe6', 'g3', 'O-O-O', 'Bh3', 'Bb4', 'O-O', 'Bxc3', 'bxc3', 'Rde8', 'Qf7', 'Re7', 'Qf2', 'Nc4', 'Bg5', 'Ree8', 'Qf7', 'b6', 'Qxd7+', 'Kxd7', 'Rf7+', 'Kc8', 'Rxg7', 'a5', 'Rf1', 'Rhf8', 'Bxe6+', 'Kb7', 'Rxf8', 'Rxf8', 'Bxd5', 'b5', 'e6', 'Rf5', 'Be4', 'Rf8', 'd5', 'N6e5', 'd6+', 'Kb8', 'd7', 'Nd6', 'd8=Q+', 'Rxd8', 'Bxd8', 'Nxe4', 'e7', 'Nd6', 'Rg8', 'Kb7', 'e8=Q', 'Nxe8', 'Rxe8', 'Nc6', 'Bg5', 'a4', 'Bf4', 'Na5', 'Rh8', 'Nc4', 'Rxh7', 'a3', 'Rxc7+', 'Kb6', 'Rxc4', 'bxc4', 'Bd6', '1-0']",86
64,1147297061,10/05/2015 06:06,10/05/2015 6:08,bullet,chess,7100086,win,4198271,resigned,"['e4', 'e6', 'Nf3', 'd5', 'e5', 'c5', 'b4', 'cxb4', 'a3', 'Nc6', 'axb4', 'Bxb4', 'c3', 'Bc5', 'd4', 'Bb6', 'Bd3', 'Nge7', 'O-O', 'f5', 'exf6', 'gxf6', 'Nh4', 'O-O', 'Qh5', 'Rf7', 'Bh6', 'Bd7', 'Re1', 'e5', 'Re3', 'e4', 'Rg3+', 'Kh8', 'Qxf7', 'Qg8', '1-0']",37
65,1147297593,10/05/2015 06:09,10/05/2015 6:11,bullet,chess,12500100,insufficient,13303813,insufficient,"['e4', 'e5', 'd4', 'exd4', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'O-O', 'Nxe4', 'Re1', 'd5', 'Bxd5', 'Qxd5', 'Nc3', 'Qa5', 'Nxe4', 'Be6', 'Bg5', 'Bd6', 'Nxd6+', 'cxd6', 'a3', 'O-O', 'b4', 'Qd5', 'Bf4', 'Rac8', 'Ng5', 'Ne5', 'Qh5', 'h6', 'Nxe6', 'fxe6', 'Bxe5', 'Rf5', 'Qg4', 'dxe5', 'Re2', 'Rcf8', 'Rae1', 'b5', 'f3', 'R8f6', 'Qh4', 'Kh7', 'Qg3', 'Rg5', 'Qf2', 'Rfg6', 'g3', 'Rf5', 'Re4', 'Rgf6', 'f4', 'exf4', 'gxf4', 'Rg6+', 'Kf1', 'Qc4+', 'R1e2', 'Rh5', 'Qf3', 'Rh4', 'f5', 'Rxe4', 'Qxe4', 'Rf6', 'Qd3', 'Rxf5+', 'Ke1', 'Qxd3', 'cxd3', 'e5', 'Kd2', 'Kg6', 'Re4', 'Kf6', 'Rg4', 'g6', 'Rxg6+', 'Kxg6', 'Kc2', 'Rf2+', 'Kb3', 'Rxh2', 'a4', 'Rh3', 'axb5', 'Rxd3+', 'Kc4', 'e4', 'Kd5', 'Rc3', 'b6', 'Rb3', 'Kd6', 'Rxb4', 'b7', 'Rxb7', 'Kd5', 'Rb6', 'Kxd4', '1/2-1/2']",104
66,1147299096,10/05/2015 06:10,10/05/2015 6:12,bullet,chess,32066139,resigned,4163206,win,"['e4', 'e6', 'Nf3', 'd5', 'e5', 'c5', 'b4', 'c4', 'd3', 'a5', 'dxc4', 'axb4', 'cxd5', 'exd5', 'Bb2', 'Nc6', 'Bd3', 'Bc5', 'O-O', 'Nge7', 'Nbd2', 'O-O', 'Nb3', 'Bb6', 'Bxh7+', 'Kxh7', 'Ng5+', 'Kg8', 'Qh5', 'Bf5', 'g4', 'Bg6', 'Qh4', 'd4', 'f4', 'f5', 'Ne6', 'Qd5', 'Nxf8', 'Rxf8', 'Qf2', 'fxg4', 'Rad1', 'Nxe5', 'Nxd4', 'Nf3+', 'Kh1', 'Nxd4+', 'Kg1', 'Nf3+', '0-1']",51
67,1147300023,10/05/2015 06:13,10/05/2015 6:15,bullet,chess,602639,insufficient,24159638,insufficient,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Bc4', 'Nf6', 'O-O', 'Nxe4', 'Re1', 'd5', 'Bxd5', 'Qxd5', 'Nc3', 'Qa5', 'Nxe4', 'Be6', 'Bg5', 'Bd6', 'Nxd6+', 'cxd6', 'b4', 'Qxb4', 'Rb1', 'Qc5', 'Rxb7', 'O-O', 'Rc7', 'Qb6', 'Rxc6', 'Qxc6', 'Nxd4', 'Qd5', 'Nxe6', 'Qxd1', 'Rxd1', 'fxe6', 'Rxd6', 'h6', 'Be3', 'Rfe8', 'c4', 'Rad8', 'c5', 'Rxd6', 'cxd6', 'Rd8', 'Bc5', 'Kf7', 'f4', 'Ke8', 'Kf2', 'Kd7', 'Ke3', 'Kc6', 'Kd4', 'a6', 'a3', 'Rb8', 'Bb4', 'Rb5', 'g4', 'a5', 'Bc3', 'Kxd6', 'Kc4', 'Rc5+', 'Kb3', 'g6', 'Be5+', 'Kc6', 'h4', 'h5', 'gxh5', 'gxh5', 'a4', 'Kd5', 'Ka3', 'Ke4', 'Bd6', 'Rc3+', 'Kb2', 'Rc6', 'Be5', 'Rc5', 'Bd6', 'Rf5', 'Bc7', 'Rxf4', 'Bxa5', 'Rxh4', 'Bd8', 'Kd5', 'Kb3', 'Kc6', 'Bxh4', 'Kb7', 'Kc4', 'Ka6', 'Kd4', 'Kb7', 'Ke5', 'Kc6', 'Kxe6', 'Kc5', 'Kf6', 'Kd4', 'Kg5', 'Ke4', 'Kxh5', 'Kd5', 'a5', 'Kc6', 'Bf2', 'Kb7', 'a6+', 'Ka8', 'Kg6', 'Kb8', 'a7+', 'Ka8', 'Kf7', 'Kb7', 'Ke7', 'Ka8', 'Ke6', 'Kb7', 'Kd5', 'Ka8', 'Kc4', 'Kb7', 'Kb5', 'Ka8', 'Ka5', 'Kb7', '1/2-1/2']",137
68,1147301664,10/05/2015 06:15,10/05/2015 6:17,bullet,chess,1134299,win,2817691,resigned,"['e4', 'e6', 'Nf3', 'c5', 'e5', 'Nc6', 'b4', 'Nxb4', 'c3', 'Nc6', 'd4', 'd5', 'Bd3', 'c4', 'Bc2', 'f5', 'O-O', 'Nge7', 'g4', 'fxg4', 'Ng5', 'h5', 'f3', 'Nf5', 'fxg4', 'hxg4', 'Qxg4', 'Be7', 'Nxe6', 'Bxe6', 'Bxf5', 'Bxf5', 'Qxf5', 'Qb6', 'Qg6+', 'Kd8', 'Nd2', 'Nxd4', 'Qxb6+', 'axb6', 'cxd4', 'Bb4', 'Nf3', 'Ke7', 'Rb1', 'Ba5', 'Ba3+', 'Kd7', 'Ng5', 'Rh4', 'Rf7+', 'Kc6', 'h3', 'Rxd4', 'e6', 'c3', 'e7', 'Rd2', 'Rf8', 'c2', 'Rc1', 'Bc3', 'Rxa8', 'Rd1+', 'Kg2', 'Rxc1', 'Bxc1', 'Bf6', 'e8=Q+', '1-0']",70
69,1147302883,10/05/2015 06:17,10/05/2015 6:19,bullet,chess,24126004,win,4166680,resigned,"['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'Nc6', 'Qe3', 'Nf6', 'Nc3', 'Bb4', 'Bd2', 'O-O', 'O-O-O', 'Re8', 'Qg3', 'Rxe4', 'Bd3', 'Re8', 'h4', 'Bf8', 'Nf3', 'd5', 'h5', 'd4', 'Ne2', 'Qd5', 'Nf4', 'Qxa2', 'c3', 'dxc3', 'Bxc3', 'Nd5', 'Nxd5', 'Re2', 'Bxe2', 'Bf5', 'Bd3', 'Qxd5', 'Bc2', 'Qe6', 'Ng5', 'Qh6', 'Bxf5', 'Bd6', 'f4', 'f6', 'Be6+', 'Kh8', 'Nf7+', '1-0']",50
70,1147311999,10/05/2015 06:31,10/05/2015 6:33,bullet,chess,2500361,win,5025532,resigned,"['e4', 'b6', 'd4', 'Bb7', 'Nc3', 'e6', 'Bd3', 'Nf6', 'Nge2', 'Bb4', 'f3', 'd5', 'e5', 'Nfd7', 'f4', 'c5', 'a3', 'c4', 'axb4', 'cxd3', 'cxd3', 'Nc6', 'b5', 'Na5', 'b4', 'f6', 'bxa5', '1-0']",28
71,1147312828,10/05/2015 06:34,10/05/2015 6:36,bullet,chess,24642088,insufficient,4154215,insufficient,"['d4', 'e6', 'c4', 'f5', 'Nc3', 'Nf6', 'Nf3', 'd5', 'e3', 'c6', 'Bd3', 'Bd6', 'cxd5', 'exd5', 'O-O', 'O-O', 'Qc2', 'Ne4', 'Nd2', 'Be6', 'f3', 'Nxc3', 'bxc3', 'Nd7', 'a4', 'c5', 'Ba3', 'Rc8', 'Qb2', 'b6', 'Rab1', 'Qe7', 'Rbe1', 'cxd4', 'Bxd6', 'Qxd6', 'cxd4', 'Nf6', 'e4', 'dxe4', 'fxe4', 'fxe4', 'Nxe4', 'Nxe4', 'Rxf8+', 'Rxf8', 'Bxe4', 'Kh8', 'Qc2', 'g6', 'Rd1', 'Rf4', 'Kh1', 'Bg4', 'Re1', 'Qxd4', 'Bxg6', 'hxg6', 'Qxg6', 'Qg7', 'Re8+', 'Rf8', 'Rxf8+', 'Qxf8', 'h3', 'Bf5', 'Qh5+', 'Bh7', 'Qe5+', 'Qg7', 'Qb8+', 'Bg8', 'Qf4', 'Qa1+', 'Kh2', 'Qg7', 'Qh4+', 'Qh7', 'Qd8', 'Qg7', 'Qd4', 'Qxd4', 'h4', 'Qxa4', 'Kh3', 'Qc2', 'g3', 'Qg2+', 'Kxg2', 'Bd5+', 'Kf2', 'Kg7', 'Ke3', 'Kg6', 'g4', 'Be6', 'Kf4', 'Bxg4', 'h5+', 'Kh6', 'Kxg4', 'b5', 'Kf5', 'a5', 'Ke4', 'a4', 'Kd3', 'Kxh5', 'Kc2', 'a3', 'Kb3', 'b4', 'Ka2', 'Kg4', 'Kb3', 'Kf4', 'Ka2', 'Ke5', 'Kb3', '1/2-1/2']",120
72,1147314443,10/05/2015 06:37,10/05/2015 6:39,bullet,chess,54115191,insufficient,2807602,insufficient,"['e4', 'Nf6', 'e5', 'Ng8', 'Nc3', 'e6', 'd4', 'd5', 'Bd3', 'Be7', 'Nce2', 'c5', 'c3', 'Nc6', 'f4', 'Qb6', 'Nf3', 'g6', 'O-O', 'Bd7', 'Kh1', 'h5', 'a4', 'h4', 'h3', 'Nh6', 'dxc5', 'Bxc5', 'b4', 'Be7', 'a5', 'Qd8', 'Be3', 'Nf5', 'Bxf5', 'gxf5', 'a6', 'b6', 'b5', 'Na5', 'Nfd4', 'Nc4', 'Bf2', 'Qc7', 'Nc1', 'O-O-O', 'Nd3', 'Rdg8', 'Nb4', 'Rg7', 'Nbc6', 'Bxc6', 'Nxc6', 'Rhg8', 'Rg1', 'Bd8', 'Qe1', 'f6', 'Bxh4', 'fxe5', 'Nxd8', 'e4', 'Nxe6', 'Qf7', 'Nxg7', 'Qxg7', 'Bg5', 'Qh7', 'Rd1', 'Qf7', 'Qe2', 'Re8', 'Rd4', 'Qe6', 'Rgd1', 'e3', 'Rxd5', 'Nd2', 'R5xd2', 'exd2', 'Qxe6+', 'Rxe6', 'Rxd2', 'Re1+', 'Kh2', 'Re4', 'Rd8+', 'Kc7', 'Rf8', 'Rc4', 'Rxf5', 'Kd6', 'Rf6+', 'Kc5', 'Rf5+', 'Kd6', 'h4', 'Rxc3', 'h5', 'Rc2', 'h6', 'Rc8', 'h7', 'Rh8', 'Rf7', 'Ke6', 'Rxa7', 'Kf5', 'Kg3', 'Kg6', 'Rb7', 'Re8', 'Rxb6+', 'Kxh7', 'Rb7+', 'Kg6', 'a7', 'Kf5', 'Kf3', 'Ra8', 'g4+', 'Ke6', 'b6', 'Kd5', 'Rb8', 'Kc6', 'Rxa8', 'Kb7', 'Rb8+', 'Ka6', 'a8=Q+', 'Kb5', 'Qd5+', 'Kb4', 'Qd4+', 'Ka3', 'Rc8', 'Ka2', 'b7', 'Kb1', 'b8=Q+', 'Ka2', '1/2-1/2']",143
73,1147316215,10/05/2015 06:40,10/05/2015 6:42,bullet,chess,5801001,checkmated,402702,win,"['d4', 'e6', 'c4', 'd5', 'Nc3', 'Nf6', 'Nf3', 'c6', 'e3', 'Bd6', 'cxd5', 'exd5', 'Bd3', 'O-O', 'O-O', 'Bg4', 'Qc2', 'Nbd7', 'Nd2', 'Re8', 'f3', 'Bh5', 'e4', 'dxe4', 'fxe4', 'c5', 'e5', 'cxd4', 'exf6', 'dxc3', 'Bxh7+', 'Kh8', 'Ne4', 'Qb6+', 'Kh1', 'Be5', 'fxg7+', 'Bxg7', 'Nxc3', 'Ne5', 'Bg5', 'Ng4', 'Bh4', 'Ne3', 'Qe4', 'Rxe4', 'Rfe1', 'Kxh7', 'Bf2', 'Qxb2', 'Nxe4', 'Nxg2', 'Ng5+', 'Kg6', 'Kxg2', 'Kxg5', 'Rab1', 'Qxa2', 'Ra1', 'Qd5+', 'Kg1', 'Bf3', 'Rad1', 'Qc6', 'Be3+', 'Kg6', 'Rc1', 'Qe6', 'Bf4', 'Qg4+', 'Bg3', 'Rd8', 'Rc3', 'Bxc3', 'Rf1', 'Bd4+', 'Rf2', 'Bxf2+', 'Kxf2', 'Rd1', 'Ke3', 'Re1+', 'Kd2', 'Rd1+', 'Kc3', 'Qe4', 'Kb2', 'Rd3', 'Kc2', 'Qe2+', 'Kc1', 'Rd1#', '0-1']",93
74,1147317592,10/05/2015 06:42,10/05/2015 6:44,bullet,chess,14102412,win,4627679,resigned,"['e4', 'c5', 'Nf3', 'e6', 'd3', 'a6', 'Nbd2', 'Qc7', 'g3', 'd6', 'Bg2', 'Nd7', 'O-O', 'Ngf6', 'a4', 'b6', 'c3', 'Bb7', 'Re1', 'Be7', 'd4', 'Rc8', 'h4', 'O-O', 'e5', 'Bxf3', 'Nxf3', 'Nd5', 'c4', 'Nb4', 'Bd2', 'a5', 'Bxb4', 'cxb4', 'b3', 'Rfd8', 'exd6', 'Bxd6', 'Qe2', 'Be7', 'Rad1', 'Nf6', 'Ne5', 'Bd6', 'f4', 'Qb8', 'g4', 'Bxe5', 'fxe5', 'Nd7', 'g5', 'Nf8', 'h5', 'Rc7', 'Be4', 'Rcc8', 'Bc2', 'Qc7', 'Qe4', 'Rb8', 'h6', 'g6', 'Qf4', 'Qe7', 'd5', 'exd5', 'cxd5', 'Qe8', 'Qf6', 'Ne6', 'dxe6', 'Qf8', 'e7', 'Rd6', 'exf8=Q+', 'Kxf8', 'exd6', '1-0']",78
75,1147318983,10/05/2015 06:43,10/05/2015 6:45,bullet,chess,2906457,win,13506226,abandoned,"['e4', '1-0']",2
76,1147320471,10/05/2015 06:46,10/05/2015 6:48,bullet,chess,34106615,abandoned,34107301,win,['0-1'],1
77,1147322002,10/05/2015 06:50,10/05/2015 6:52,bullet,chess,34166235,win,1120000,timeout,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Bd7', 'Nc3', 'a6', 'dxe5', 'Nc6', 'exd6', 'Bxd6', 'Bc4', 'Qe7', 'O-O', 'O-O-O', 'Nd5', 'Qe8', 'Be3', 'Bg4', 'h3', 'Bh5', 'g4', 'Bg6', 'Qe2', 'Bxe4', 'Rad1', 'Bxf3', 'Qxf3', 'Ne5', 'Qe4', 'Nxc4', 'Qxc4', 'Qc6', 'Qxc6', 'bxc6', 'Nc3', 'c5', 'Ne4', 'c4', 'c3', 'Nf6', 'Nxf6', 'gxf6', 'Rd4', 'h5', 'Rxc4', 'hxg4', 'hxg4', 'Bh2+', 'Kg2', 'Bd6', 'Rd1', 'Rhg8', 'Kf3', 'f5', 'gxf5', 'Rge8', 'b4', 'Kb7', 'a4', 'Re5', 'Rf4', 'Rxe3+', 'fxe3', 'Bxf4', 'Rxd8', 'Bd6', 'Rd7', 'Kc6', 'Rxd6+', 'Kxd6', 'Ke4', 'Kc6', 'f6', 'Kd6', 'Kf5', 'c6', 'e4', 'c5', 'e5+', 'Kd5', 'bxc5', 'Kxc5', 'e6', 'Kd6', 'e7', 'Kd7', 'c4', 'a5', 'c5', 'Ke8', 'Ke5', 'Kd7', 'c6+', 'Ke8', 'c7', 'Kd7', 'c8=Q+', 'Kxc8', 'e8=Q+', 'Kb7', 'Qxf7+', '1-0']",104
78,1147323615,10/05/2015 06:52,10/05/2015 6:54,bullet,chess,24173371,timeout,4612540,win,"['d4', 'Nf6', 'Nf3', 'e6', 'e3', 'b6', 'c3', 'Bb7', 'Be2', 'c5', 'Nbd2', 'd5', 'O-O', 'Nbd7', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'f4', 'f6', 'exf6', 'Qxf6', 'Nf3', 'Bd6', 'Bd3', 'O-O', 'Qc2', 'g6', 'Ng5', 'e5', 'h4', 'e4', 'Be2', 'h6', 'Nh3', 'Qxh4', 'Bd2', 'Nf6', 'Be1', 'Qxh3', 'gxh3', 'g5', 'fxg5', 'hxg5', 'Qd2', 'Kg7', 'Bg4', 'Nxg4', 'Qe2', 'Ne5', 'Qh5', 'Nf3+', 'Rxf3', 'Rxf3', 'Qxg5+', 'Kf7', 'Bf2', 'Rg8', '0-1']",59
79,1147324818,10/05/2015 06:55,10/05/2015 6:57,bullet,chess,409111,timeout,14114429,win,"['e4', 'e6', 'Nf3', 'd5', 'exd5', 'exd5', 'd4', 'Bd6', 'Bd3', 'h6', 'Nc3', 'c6', 'O-O', 'Qf6', 'Re1+', 'Ne7', 'h3', 'O-O', 'Qe2', 'Bf5', 'Bf4', 'Bxf4', 'Qxe7', 'Qxe7', 'Rxe7', 'Bxd3', 'cxd3', 'b6', 'Re2', 'Na6', 'Rae1', 'Nb4', 'g3', 'Bd6', 'a3', 'Nxd3', 'Rd1', 'Nxb2', 'Rxb2', 'Bxa3', 'Rb3', 'Bd6', 'Rdb1', 'b5', 'Nd2', 'a5', 'f4', 'a4', 'R3b2', 'b4', 'Ne2', 'b3', 'Nxb3', 'axb3', 'Rxb3', 'Rfe8', 'Rb7', 'Rxe2', 'Rd7', 'Bf8', 'Kf1', 'Raa2', '0-1']",63
80,1147343643,10/05/2015 07:29,10/05/2015 7:33,blitz,chess,4502680,win,4124154,resigned,"['e4', 'c5', 'd4', 'cxd4', 'c3', 'dxc3', 'Nxc3', 'd6', 'Nf3', 'Bd7', 'Bc4', 'e6', 'O-O', 'Be7', 'Qe2', 'Nc6', 'Rd1', 'a6', 'a4', 'Qc7', 'Ba2', 'Nf6', 'Bf4', 'O-O', 'Rac1', 'Nh5', 'Be3', 'Nf6', 'Nd5', 'Qd8', 'Nxe7+', 'Qxe7', 'e5', 'dxe5', 'Bc5', 'Qe8', 'Nxe5', 'Nxe5', 'Qxe5', 'Bc6', 'Rc3', 'Nd7', 'Rxd7', 'Qxd7', 'h4', 'Rfd8', 'Rg3', 'g6', 'h5', 'Qd1+', 'Kh2', 'Bd5', 'hxg6', 'hxg6', 'Rh3', '1-0']",56
81,1147346515,10/05/2015 07:36,10/05/2015 7:38,blitz,chess,13700090,timeout,7100353,win,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'exd4', 'O-O', 'Nge7', 'Ng5', 'd5', 'exd5', 'Ne5', 'Bb5+', 'c6', 'dxc6', 'bxc6', 'Qe2', 'd3', 'Qxe5', 'cxb5', 'Qxg7', 'Rg8', 'Qxf7+', 'Kd7', 'Qe6+', 'Kc7', 'Bf4+', 'Kb7', 'Qe4+', 'Ka6', 'Na3', 'Bb7', 'Qe5', 'Qd5', 'Qxd5', 'Nxd5', 'Rab1', 'Nxf4', 'Nxb5', 'Rxg5', 'Nd4', 'Rxg2+', 'Kh1', 'Rg3+', 'f3', 'Rg2', '0-1']",53
82,1147349483,10/05/2015 07:37,10/05/2015 7:42,blitz,chess,2802368,checkmated,5014263,win,"['e4', 'c5', 'd3', 'd6', 'Nd2', 'g6', 'c3', 'Bg7', 'Qa4+', 'Bd7', 'Qb3', 'Nf6', 'Qxb7', 'Bc6', 'Qb3', 'O-O', 'Qd1', 'Nbd7', 'Qf3', 'Rb8', 'h3', 'Qa5', 'Nc4', 'Qa4', 'Qd1', 'Qa6', 'g4', 'Qb7', 'f3', 'Bb5', 'Na5', 'Qa6', 'Nb3', 'Ne5', 'c4', 'Ba4', 'Rb1', 'Nc6', 'Qe2', 'Bxb3', 'axb3', 'Nd4', 'Qd1', 'Rxb3', 'Kf2', 'Rfb8', 'Kg3', 'Nd7', 'f4', 'Qa2', 'Be3', 'Rxb2', 'Rxb2', 'Rxb2', 'Bxd4', 'Bxd4', 'Nf3', 'Bf2+', 'Kg2', 'Bh4+', 'Kg1', 'Rg2+', 'Bxg2', 'Qf2+', 'Kh2', 'Bg3#', '0-1']",67
83,1147362455,10/05/2015 08:03,10/05/2015 8:07,blitz,chess,2032201,win,3523500,checkmated,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'exd4', 'Nxd4', 'Nf6', 'Nc3', 'Be7', 'Be2', 'O-O', 'Be3', 'a6', 'O-O', 'b5', 'a3', 'c5', 'Nf3', 'Bb7', 'Nd2', 'b4', 'axb4', 'cxb4', 'Nd5', 'Nxd5', 'exd5', 'Bxd5', 'Bf3', 'Bxf3', 'Qxf3', 'Nd7', 'Rfd1', 'Ne5', 'Qg3', 'Qc7', 'Ne4', 'Ng6', 'Rac1', 'Rfc8', 'Bd4', 'd5', 'Qxc7', 'Rxc7', 'Ng3', 'a5', 'Nf5', 'Bf8', 'h4', 'Nf4', 'Kf1', 'g6', 'Ne3', 'Ne6', 'Be5', 'Rd7', 'Nxd5', 'Bg7', 'Nf6+', 'Bxf6', 'Bxf6', 'Rxd1+', 'Rxd1', 'a4', 'g3', 'a3', 'bxa3', 'bxa3', 'c4', 'a2', 'Ra1', 'Nc5', 'Re1', 'Nb3', 'Ba1', 'Nd2+', 'Ke2', 'Nxc4', 'Kd3', 'Na3', 'Kc3', 'Nb5+', 'Kb2', 'Nd4', 'Re4', 'Ne6', 'g4', 'h6', 'f4', 'Nc5', 'Re3', 'Na4+', 'Kxa2', 'Nc3+', 'Kb3', 'Nd5', 'Re1', 'Nxf4', 'g5', 'h5', 'Bf6', 'Ng2', 'Re4', 'Rb8+', 'Kc2', 'Kf8', 'Kd2', 'Rb3', 'Be7+', 'Kg8', 'Bf6', 'Kf8', 'Rd4', 'Ke8', 'Rd8#', '1-0']",116
84,1147366336,10/05/2015 08:10,10/05/2015 8:12,blitz,chess,2020513,win,24117978,resigned,"['e4', 'g6', 'd4', 'd6', 'Nc3', 'a6', 'h4', 'h5', 'Nf3', 'b5', 'Bd3', 'Nc6', 'd5', 'Nb4', 'Be2', 'c5', 'a3', 'Bg7', 'axb4', 'cxb4', 'Nb1', 'Nf6', 'Bd3', 'Bg4', 'Bd2', 'a5', 'Bxb5+', 'Kf8', 'Bd3', 'Qb6', 'O-O', 'Nd7', 'Be3', 'Qb7', 'c3', 'Ne5', 'Be2', 'b3', 'Nbd2', 'Kg8', 'Nxe5', 'Bxe2', 'Qxe2', 'dxe5', 'Qc4', 'Kh7', 'Nxb3', 'Rhc8', 'Nc5', 'Qxb2', 'Rfb1', 'Qc2', 'Rb7', 'e6', 'dxe6', 'fxe6', 'Qxe6', 'Qxc3', 'Rc1', 'Qa3', 'Qxe5', 'Rg8', 'Ne6', 'Qxc1+', 'Bxc1', 'Rae8', 'Rxg7+', 'Kh8', 'Rxg8+', 'Kxg8', '1-0']",71
85,1147368370,10/05/2015 08:11,10/05/2015 8:13,blitz,chess,13304488,win,24647012,resigned,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Nxd4', 'Nf6', 'Nc3', 'a6', 'Bg5', 'e5', 'Bxf6', 'gxf6', 'Nf5', 'Be6', 'Ne3', 'Nc6', 'Ncd5', 'b5', 'c3', 'Be7', 'f4', 'exf4', 'Nxf4', 'O-O', 'Bd3', 'Ne5', 'Bc2', 'Nc4', 'Ned5', 'Bxd5', 'Nxd5', 'f5', 'exf5', 'Bh4+', 'g3', 'Re8+', 'Kf2', 'Qb6+', 'Nxb6', '1-0']",42
