,Fide id,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag,firstName,lastName
1981,11601817,LAT,F,1983.0,none,2099,1931.0,1925.0,wi,Smirnova, Marina
1982,34165980,RUS,F,2005.0,WFM,2099,2015.0,1866.0,wa,Stepanyan, Eva
1983,1602047,AUT,F,1984.0,WFM,2099,2090.0,2007.0,wa,Teuschler, Barbara
1984,4160746,RUS,F,1935.0,none,2099,1931.0,1925.0,wi,Tumali, Ekaterina
1985,24696730,GER,F,1998.0,WFM,2099,2035.0,1958.0,wa,Zahn, Alina
1986,4145488,RUS,F,1984.0,WFM,2099,2018.0,1925.0,wi,Zainullina, Nataliya
1987,1211803,ROU,F,1988.0,none,2098,1931.0,1925.0,wi,Belu, Andrada-Gabriela
1988,5023017,IND,F,1992.0,none,2098,1931.0,1925.0,wi,Devangi, Patankar
1989,613983,FRA,F,1972.0,none,2098,1931.0,1925.0,wi,Devulder, Armine
1990,4145100,RUS,F,1977.0,none,2098,1931.0,1925.0,wi,Gerasimova, Tatiana
1991,4150210,RUS,F,1984.0,none,2098,1931.0,1925.0,wi,Karakai, Ekaterina
1992,706183,HUN,F,1968.0,none,2098,1931.0,1925.0,wi,Nagy, Beata T
1993,12500380,IRI,F,1980.0,WFM,2098,2086.0,1925.0,wi,Navabi, Shirin
1994,12401331,VIE,F,1991.0,WFM,2098,1931.0,1925.0,wi,Ngo, Dieu Hoa
1995,4500440,EST,F,1977.0,none,2098,1931.0,1925.0,wi,Rjazanova-Ossipova, Valeria
1996,306266,CZE,F,1974.0,none,2098,1931.0,1925.0,wi,Urbankova, Eva
1997,14502313,CRO,F,1995.0,WFM,2098,1954.0,2107.0,wa,Vujnovic, Patricija
1998,4188411,RUS,F,1990.0,WFM,2098,1931.0,1925.0,wi,Yakovich, Yuliya
1999,4136381,RUS,F,1981.0,none,2097,1931.0,1925.0,wi,Abramova, Oksana
2000,929735,SRB,F,1984.0,WIM,2097,1931.0,1925.0,wi,Babic, Marijana
2001,4155920,RUS,F,1966.0,WFM,2097,1931.0,1925.0,wi,Bortsova, Tatiana
2002,704440,HUN,F,1973.0,WIM,2097,1931.0,1925.0,wi,Csoke, Adrienn
2003,4189612,RUS,F,1987.0,WFM,2097,1931.0,1925.0,wi,Dzhabrailova, Inara
2004,703834,HUN,F,1966.0,WIM,2097,1931.0,1925.0,wi,Forgo, Eva
2005,7106408,INA,F,1996.0,none,2097,1931.0,1925.0,wi,Ghozali, Ester Kurniawati
2006,4170130,RUS,F,1986.0,WFM,2097,1931.0,1925.0,wi,Kurochka, Irina
2007,900427,SRB,F,1996.0,WFM,2097,1981.0,2042.0,wa,Milosevic, Jovana
2008,4144350,RUS,F,1983.0,none,2097,1931.0,1925.0,wi,Puchkova, Anna
2009,32021674,ESP,F,2001.0,WFM,2097,1830.0,1930.0,wa,Redondo Benavente, Ana
2010,728918,HUN,F,1990.0,none,2097,2084.0,1925.0,wi,Ruszin, Anna
2011,4693060,GER,F,1987.0,WFM,2097,2076.0,2085.0,wa,Scognamiglio, Stefanie
2012,4140389,RUS,F,1981.0,WGM,2097,2009.0,2041.0,wa,Shaydullina, Sandugach
2013,24112070,RUS,F,1991.0,none,2097,2057.0,2076.0,wi,Shlakich, Anna
2014,13700600,KAZ,F,1970.0,WFM,2097,1931.0,1925.0,wi,Son, Asya
2015,2905108,BUL,F,1976.0,WIM,2097,2112.0,2103.0,wa,Yordanova, Svetla
2016,8601119,CHN,F,1988.0,none,2097,1931.0,1925.0,wi,Zhang, Jing
2017,4167325,RUS,F,1981.0,none,2096,1931.0,1925.0,wi,Beda, Sofia
2018,5044634,IND,F,1993.0,WFM,2096,1931.0,2088.0,wi,Bharathi, R.
2019,3001822,URU,F,1990.0,WIM,2096,1931.0,1925.0,wi,Colombo, Camila
2020,24143375,RUS,F,1991.0,WFM,2096,2042.0,2083.0,wa,Dumcheva, Julia
2021,4157478,RUS,F,1983.0,none,2096,1931.0,1925.0,wi,Epstein, Anna
2022,1116355,POL,F,1982.0,none,2096,1931.0,1925.0,wi,Glazik, Malgorzata
2023,1033689,NED,F,2000.0,FM,2096,1917.0,2047.0,wa,Kazarian, Anna-Maja
2024,14108968,UKR,F,1986.0,none,2096,1931.0,1925.0,wa,Kolodyi, Anna
2025,4187725,RUS,F,1987.0,WFM,2096,2006.0,1927.0,wi,Kosteniuk, Oksana
2026,4159543,RUS,F,1982.0,none,2096,1931.0,1925.0,wi,Kravtsova, Eketerina
2027,108065,ARG,F,1980.0,none,2096,1931.0,1925.0,wi,Leone, Juliana
2028,704407,HUN,F,1965.0,WFM,2096,1931.0,1925.0,wi,Nemeth, Maria
2029,3601226,ECU,F,1987.0,WFM,2096,1931.0,1925.0,wi,Pino Cuenca, Laura
2030,4672291,GER,F,1965.0,FM,2096,1931.0,1925.0,wi,Shmirina, Halyna
2031,1114433,POL,F,1982.0,none,2096,1931.0,1925.0,wi,Szymanowska, Karolina
2032,24111660,RUS,F,1993.0,WFM,2096,2113.0,2086.0,wi,Zaryvkina, Anastasia
2033,13700383,KAZ,F,1978.0,none,2095,1931.0,1925.0,wi,Chizhevskaya, Oksana
2034,2100630,BRA,F,1957.0,WIM,2095,1931.0,1925.0,wi,De Oliveira, Maria Cristina B.
2035,2902958,BUL,F,1974.0,none,2095,1931.0,1925.0,wi,Dimitrova, Ventsislava
2036,4176731,RUS,F,1998.0,WFM,2095,1946.0,1909.0,wi,Drogovoz, Maria
2037,13002929,MYA,F,1985.0,WFM,2095,2077.0,2008.0,wi,Ei Kyawt San,
2038,4158369,RUS,F,1933.0,none,2095,1931.0,1925.0,wi,Golobokova, Rimma
2039,4209958,GRE,F,1989.0,WFM,2095,2105.0,2060.0,wi,Ikonomopoulou, Maria
2040,402508,ENG,F,1957.0,WGM,2095,2065.0,1925.0,wa,Jackson, Sheila
2041,5068800,IND,F,1997.0,WFM,2095,1963.0,2000.0,wi,Lasya.g,
2042,8600880,CHN,F,1991.0,none,2095,1931.0,1925.0,wi,Li, Panru
2043,4158318,RUS,F,1984.0,none,2095,1931.0,1925.0,wi,Loseva, Svetlana
2044,14900955,SVK,F,1975.0,WFM,2095,1931.0,1925.0,wi,Macekova, Martina
2045,4121317,RUS,F,1985.0,none,2095,1931.0,1925.0,wi,Minaeva, Olga Y.
2046,1106600,POL,F,1976.0,none,2095,1931.0,1925.0,wi,Rusak, Dorota
2047,3900827,VEN,F,1980.0,WIM,2095,1931.0,2020.0,wi,Sanchez Gonzalez, Aliris Josefina
2048,24113719,RUS,F,1988.0,WFM,2095,1931.0,1925.0,wi,Smetanina, Anastasia
2049,24110647,RUS,F,1992.0,WFM,2095,1931.0,1925.0,wi,Sorokina, Anastasia
2050,4643445,GER,F,1979.0,none,2095,1931.0,1925.0,wi,Strehle, Isabel
2051,910732,MNE,F,1964.0,none,2095,1931.0,1925.0,wi,Vukovic, Angelina
2052,4196473,RUS,F,1987.0,WFM,2095,2080.0,1925.0,wi,Zinkina, Ekaterina
2053,14204126,UZB,F,1999.0,WIM,2094,1855.0,1868.0,wa,Abdusattorova, Bakhora
2054,1009974,NED,F,1985.0,WFM,2094,1931.0,1925.0,wi,Bensdorp, Laura
2055,910902,SRB,F,1968.0,none,2094,1931.0,1925.0,wi,Biocanin, Gordana
2056,14111497,UKR,F,1984.0,none,2094,1931.0,1925.0,wi,Frolova, Angelina
2057,1126814,POL,F,1990.0,WFM,2094,2048.0,1995.0,wa,Gosciniak, Maria
2058,24611344,GER,F,1991.0,WFM,2094,1931.0,1925.0,wi,Hannes, Diana
2059,8609993,CHN,F,1999.0,none,2094,2109.0,2038.0,wa,Hu, Yu A.
2060,24118060,RUS,F,1990.0,WFM,2094,2047.0,2049.0,wi,Markovskaya, Antonina
2061,14002892,TKM,F,1986.0,WFM,2094,1931.0,1925.0,wi,Ovezova, Tavus
2062,14101670,UKR,F,1962.0,WFM,2094,1931.0,1925.0,wi,Pastivnychna, Zorjana
2063,3507505,CUB,F,1987.0,WFM,2094,1931.0,1925.0,wi,Pita Cobo, Dayana
2064,24103322,RUS,F,1988.0,WFM,2094,1931.0,2027.0,wi,Ter-Steponianc, Antonina
2065,942316,SRB,F,1994.0,WFM,2094,1931.0,1925.0,wa,Vince, Andrea
2066,811572,ITA,F,1979.0,WFM,2093,2043.0,2021.0,wi,Arnetta, Maria Teresa
2067,7900600,ALG,F,1980.0,WIM,2093,1931.0,1925.0,wi,Arouche, Farida
2068,12561932,IRI,F,2004.0,WFM,2093,1889.0,1867.0,wa,Asadi, Motahare
2069,14117215,UKR,F,1984.0,WFM,2093,1931.0,1925.0,wi,Berezjuk, Evgeniya
2070,34127620,RUS,F,2002.0,WFM,2093,1850.0,1869.0,wa,Garmash, Aliona
2071,1300970,SUI,F,1959.0,WFM,2093,1931.0,1925.0,wa,Grandjean-Steiner, Maria
2072,8600473,CHN,F,1968.0,none,2093,1931.0,1925.0,wi,He, Tianjian
2073,8600449,CHN,F,1964.0,none,2093,1931.0,1925.0,wi,Jiang, Chun
2074,319872,CZE,F,1988.0,WFM,2093,1931.0,2117.0,wa,Kubikova, Alena
2075,13902881,MDA,F,1989.0,WFM,2093,1931.0,1925.0,wa,Lazo, Xenia
2076,931250,SRB,F,1985.0,WFM,2093,1931.0,1925.0,wa,Mihajlovic, Milena
2077,24152927,RUS,F,1990.0,none,2093,1931.0,1925.0,wi,Ponomaryova, Marina
2078,1800183,WLS,F,1961.0,WFM,2093,2053.0,1925.0,wa,Richmond, Jane
2079,21836701,POL,F,2002.0,WFM,2093,1876.0,1802.0,wa,Sowa, Wiktoria
2080,3600750,ECU,F,1983.0,WIM,2093,1931.0,1925.0,wi,Vasquez Ramirez, Rocio
2081,4128087,RUS,F,1965.0,none,2093,1931.0,1925.0,wi,Yagupova, Lola
2082,30919860,USA,F,2007.0,WCM,2093,1967.0,1925.0,wa,Yan, Ruiyang
2083,1108174,POL,F,1979.0,none,2093,1931.0,1925.0,wi,Zdziechowska, Maja
2084,334030,CZE,F,1994.0,WFM,2093,2088.0,2132.0,wa,Zpevakova, Jana
2085,13307622,ARM,F,2000.0,WFM,2092,2140.0,1987.0,wa,Avetisyan, Mariam
2086,4121449,RUS,F,1977.0,none,2092,1931.0,1925.0,wi,Barkovskaja, E.
2087,4167333,RUS,F,1983.0,none,2092,1931.0,1925.0,wi,Beliakova, Ulyana
2088,1304755,SUI,F,1985.0,none,2092,1931.0,1925.0,wi,Brunner, Florence
2089,2105969,BRA,F,1984.0,WFM,2092,1931.0,1925.0,wi,Farhat, Barbara Souza
2090,4174739,RUS,F,1983.0,none,2092,1931.0,1925.0,wi,Gusarchuk, Anastasija
2091,1194984,POL,F,2003.0,WFM,2092,1772.0,1728.0,wa,Harazinska, Magdalena
2092,1301446,SUI,F,1959.0,WGM,2092,2111.0,2133.0,wa,Hund, Barbara
2093,13603230,GEO,F,1991.0,WFM,2092,2084.0,2072.0,wi,Khazhomia, Salome
2094,4158458,RUS,F,1986.0,none,2092,1931.0,1925.0,wi,Korotina, Anna
2095,4625870,GER,F,1977.0,none,2092,1931.0,1925.0,wi,Kramer, Helga
2096,1130200,POL,F,1991.0,none,2092,1931.0,1925.0,wi,Krasnodebska, Magdalena
2097,14109670,UKR,F,1981.0,none,2092,1931.0,1925.0,wi,Leshchenko, Sofia
2098,4109961,RUS,F,1956.0,WGM,2092,1996.0,2015.0,wa,Mednikova, Svetlana
2099,4502680,EST,F,1994.0,WFM,2092,1946.0,2000.0,wa,Narva, Triin
2100,4189906,RUS,F,1986.0,none,2092,1931.0,1925.0,wi,Peschinskaya, Tatiana
2101,4111320,RUS,F,1987.0,none,2092,1931.0,1925.0,wi,Polischuk, Irina
2102,4155254,RUS,F,1982.0,WFM,2092,1931.0,1925.0,wi,Shkurenko, Ekaterina
2103,4180925,RUS,F,1980.0,none,2092,1813.0,1773.0,wi,Sidorova, Vera S.
2104,4158261,RUS,F,1985.0,none,2092,1931.0,1925.0,wi,Simohina, Elena
2105,13900382,MDA,F,1977.0,WGM,2092,1931.0,1925.0,wi,Smokina, Karolina
2106,710130,HUN,F,1979.0,none,2092,1931.0,1925.0,wi,Toth, Szilvia
2107,1240323,ROU,F,2002.0,none,2091,1809.0,1841.0,wa,Aciu, Malina-Andreea
2108,12501018,IRI,F,1987.0,WFM,2091,1931.0,2009.0,wa,Bayat, Shohreh
2109,14111985,UKR,F,1986.0,none,2091,1931.0,1925.0,wi,Berdiugina, Elena
2110,13400860,AZE,F,1979.0,none,2091,1931.0,1925.0,wi,Budagova, Lala
2111,4612213,GER,F,1954.0,WIM,2091,1931.0,2113.0,wa,Burchardt, Brigitte
2112,703664,HUN,F,2000.0,WFM,2091,1895.0,1821.0,wa,Egyed, Judit
2113,13307231,ARM,F,2001.0,none,2091,1931.0,1711.0,wa,Grigoryan, Arpine
2114,4627598,GER,F,1970.0,WFM,2091,1931.0,1925.0,wi,Hueller, Kathrin
2115,13409670,AZE,F,1996.0,none,2091,1931.0,1925.0,wa,Ismayilova, Narmin
2116,1201581,ROU,F,1956.0,WIM,2091,2067.0,2060.0,wa,Jicman, Ligia-Letitia
2117,4208234,GRE,F,1983.0,none,2091,1931.0,1925.0,wi,Kaza, P
2118,24152773,RUS,F,1971.0,none,2091,1931.0,1925.0,wi,Kurmaeva, Nailia
2119,5700884,MAS,F,1985.0,none,2091,1931.0,1925.0,wi,Lim, Jean Nie
2120,34165670,RUS,F,1998.0,WFM,2091,2077.0,1910.0,wi,Lingur, Zalina
2121,2037416,USA,F,1989.0,WFM,2091,1931.0,2097.0,wi,Mateer, Amanda
2122,13600397,GEO,F,1961.0,WIM,2091,2109.0,2020.0,wi,Melashvili, Nino
2123,4142020,RUS,F,1980.0,none,2091,1931.0,1925.0,wi,Molostova, Natalia
2124,4902831,MGL,F,2005.0,WCM,2091,1500.0,1521.0,wa,Mungunzul, Bat-Erdene
2125,1408259,DEN,F,1988.0,none,2091,2045.0,1925.0,wa,Olsen, Miriam F
2126,12402575,VIE,F,1990.0,none,2091,1931.0,1925.0,wi,Pham, Thi Thu Hien
2127,1213490,ROU,F,1984.0,none,2091,1931.0,1925.0,wi,Pop, Diana-Ionela
2128,725900,HUN,F,1988.0,none,2091,1931.0,1925.0,wi,Remete, Zsuzsa
2129,5011868,IND,F,1981.0,WFM,2091,1931.0,1925.0,wi,Sangeetha, M. R.
2130,111805,ARG,F,1988.0,WIM,2091,2064.0,1925.0,wa,Sarquis, Maria Belen
2131,4205456,GRE,F,1982.0,WFM,2091,1931.0,1925.0,wi,Sperdokli, Elli
2132,24120219,RUS,F,1988.0,none,2091,1931.0,1925.0,wi,Spirna, Maria
2133,4186389,RUS,F,1987.0,none,2091,1931.0,1925.0,wi,Tiukhtina, Anastasia
2134,7101082,INA,F,1971.0,none,2091,1931.0,1925.0,wi,Vidawati, Sri
2135,4137760,RUS,F,1974.0,WFM,2091,1931.0,1925.0,wi,Yakimenko, Anna
2136,8610894,CHN,F,2003.0,none,2091,1989.0,2009.0,wa,Zhang, Xiao
2137,12500887,IRI,F,1972.0,none,2090,1931.0,1925.0,wi,Abdi, Tahireh
2138,13400266,AZE,F,1975.0,none,2090,1931.0,1925.0,wi,Abdullaeva, Ulviyya
2139,2006642,USA,F,1973.0,none,2090,1931.0,1925.0,wi,Ambats, Jessica
2140,14510359,CRO,F,1988.0,WIM,2090,2150.0,2051.0,wa,Berke, Ana
2141,313769,CZE,F,1981.0,none,2090,1931.0,1925.0,wi,Buldrova, Monika
2142,402605,ENG,F,1968.0,WFM,2090,1931.0,1925.0,wi,de Lisle, Sarah
2143,4110200,RUS,F,1985.0,none,2090,1931.0,1925.0,wi,Dubilevskaya, L.
2144,4110714,RUS,F,1985.0,none,2090,1931.0,1925.0,wi,Gepstein, G.
2145,12500879,IRI,F,1964.0,none,2090,1931.0,1925.0,wi,Ghorbani, Farzaneh
2146,14601745,SLO,F,1959.0,none,2090,1931.0,1925.0,wi,Golc, Nevenka
2147,424773,ENG,F,1997.0,WFM,2090,1843.0,1843.0,wa,Head, Louise
2148,2500361,IRL,F,1985.0,none,2090,1931.0,1925.0,wi,Healy, Hilary
2149,4109724,RUS,F,1958.0,none,2090,2087.0,1952.0,wa,Ivanova, Tatiana
2150,4608836,GER,F,1963.0,WFM,2090,1931.0,1925.0,wi,Janus, Elfi
2151,14901412,SVK,F,1966.0,none,2090,1931.0,1925.0,wi,Konopkova, Nina
2152,2004577,USA,F,1968.0,WIM,2090,1931.0,1925.0,wi,Neely, Elizabeth
2153,801496,ITA,F,1972.0,none,2090,1931.0,1925.0,wi,Paizis, Adamantia
2154,4612582,GER,F,1985.0,none,2090,1931.0,1925.0,wi,Pranner, Marion
2155,4110153,RUS,F,1985.0,none,2090,1931.0,1925.0,wi,Ramzina, Nataliya
2156,2017946,USA,F,1981.0,none,2090,1931.0,1925.0,wi,Rosas, Ann Marie
2157,4110307,RUS,F,1985.0,none,2090,1931.0,1925.0,wi,Sheveleva, N
2158,4139844,RUS,F,1973.0,none,2090,1931.0,1925.0,wi,Shliakhtich, Galina
2159,302635,CZE,F,1943.0,none,2090,1931.0,1925.0,wi,Skacelikova, Milena
2160,11600276,LAT,F,1970.0,none,2090,2055.0,1925.0,wi,Skujina, Guna
2161,4121120,RUS,F,1974.0,none,2090,1931.0,1925.0,wi,Stepanova, Anna
2162,4110757,RUS,F,1985.0,none,2090,1931.0,1925.0,wi,Suhover, Maria
2163,1104675,POL,F,1950.0,none,2090,1931.0,1925.0,wi,Turczynowicz, Lidia
2164,310905,CZE,F,1978.0,none,2090,1992.0,1925.0,wi,Vavruskova, Romana
2165,3101193,PUR,F,2000.0,FM,2090,2014.0,2008.0,wa,Vazquez Maccarini, Danitza
2166,4124731,RUS,F,1981.0,none,2090,1931.0,1925.0,wi,Viktorova, Marina
2167,7100388,INA,F,1961.0,none,2090,1931.0,1925.0,wi,Wijaya, Nanik
2168,4108337,RUS,F,1958.0,WIM,2089,2025.0,1964.0,wa,Bystryakova, Elena V.
2169,4160762,RUS,F,1938.0,none,2089,1931.0,1925.0,wi,Cherdantseva, Nina
2170,1214926,ROU,F,1989.0,WFM,2089,2105.0,2128.0,wi,Craciun, Paula-Iulia
2171,12800414,LTU,F,1971.0,none,2089,1931.0,1925.0,wi,Dambravaite, Asta
2172,4403070,COL,F,1987.0,WIM,2089,2197.0,2195.0,wa,Franco Valencia, Angela
2173,13701061,KAZ,F,1963.0,none,2089,2042.0,1925.0,wi,Gaichenya, Yelena
2174,12536970,IRI,F,1985.0,none,2089,1931.0,1925.0,wi,Haddadi, Rezvaneh
2175,12401196,VIE,F,1985.0,none,2089,1931.0,1925.0,wi,Huynh, Mai Phuong Dung
2176,14504111,CRO,F,1974.0,WIM,2089,2251.0,2161.0,wa,Jelica, Mara
2177,4123239,RUS,F,1994.0,none,2089,2007.0,1993.0,wi,Koveshnikova, Daria
2178,4185960,RUS,F,1990.0,none,2089,1931.0,1925.0,wi,Masyagutova, Leisan
2179,15000648,MKD,F,1973.0,WFM,2089,1931.0,1925.0,wi,Sekulovska, Vesna
2180,13506137,BLR,F,1990.0,WFM,2089,2063.0,2041.0,wi,Sharova, Alexandra
2181,24136654,RUS,F,1998.0,WFM,2089,1982.0,1925.0,wi,Sidorova, Anna
2182,14605465,SLO,F,1996.0,WFM,2089,2037.0,2156.0,wa,Skuhala, Barbara
2183,13412590,AZE,F,2005.0,WFM,2088,1752.0,1910.0,wa,Allahverdiyeva, Ayan
2184,4119525,RUS,F,1974.0,none,2088,1931.0,1925.0,wi,Askhabova, Anna
2185,4192907,RUS,F,1993.0,WFM,2088,2119.0,2149.0,wa,Bukhteeva, Viktoria
2186,2602164,CAN,F,1975.0,WIM,2088,1931.0,1925.0,wi,Charest, Johanne
2187,4145810,RUS,F,1972.0,none,2088,1931.0,1925.0,wi,Chistjakova, Elena
2188,13501453,BLR,F,1969.0,WIM,2088,2129.0,2120.0,wa,Kasparova, Tatiana
2189,4159012,RUS,F,1984.0,none,2088,1931.0,1925.0,wi,Kholtygina, Nadya
2190,4680910,GER,F,1987.0,none,2088,1931.0,1925.0,wi,Krege, Sandra
2191,13501402,BLR,F,1968.0,none,2088,1931.0,1925.0,wi,Kulagina, Svetlana
2192,4157451,RUS,F,1974.0,none,2088,2049.0,2002.0,wi,Lartseva, Svetlana
2193,1210467,ROU,F,1983.0,none,2088,1931.0,1925.0,wi,Miron, Cristina-Oana
2194,14124122,UKR,F,1993.0,WIM,2088,2083.0,2036.0,wa,Petrova, Irina
2195,3504298,CUB,F,1976.0,none,2088,1931.0,1925.0,wi,Sanchez Rodriguez, Aralina
2196,2902281,BUL,F,1958.0,WIM,2088,1931.0,1925.0,wi,Savova, Stefka
2197,1213512,ROU,F,1987.0,none,2088,1931.0,1925.0,wi,Stefan, Elisabeta-Elena
2198,14104962,UKR,F,1977.0,WFM,2088,1931.0,1925.0,wa,Tolkachova, Vitaliia
2199,2812550,ISR,F,1998.0,none,2087,2007.0,1954.0,wa,Altshul, Limor
2200,810070,ITA,F,1957.0,none,2087,1931.0,1925.0,wi,Damasco, Rosa
2201,24634662,GER,F,1992.0,WFM,2087,2059.0,2027.0,wa,Frey, Alisa
2202,5038650,IND,F,1994.0,WIM,2087,2017.0,1976.0,wa,Gagare, Shalmali
2203,909440,SRB,F,1958.0,WIM,2087,1931.0,1925.0,wa,Ivanisevic, Dusica
2204,730211,HUN,F,1991.0,WFM,2087,1931.0,1925.0,wi,Kiss, Kinga
2205,4152980,RUS,F,1928.0,none,2087,1931.0,1925.0,wi,Missilina, Raisa
2206,2100649,BRA,F,1945.0,none,2087,2060.0,1925.0,wi,Moyses, Ivone
2207,4109082,RUS,F,1941.0,WFM,2087,1931.0,1925.0,wi,Shestoperova, Aleksandra S
2208,13401742,AZE,F,1985.0,none,2087,1931.0,1925.0,wi,Shiraliyeva, Fizza
2209,4121473,RUS,F,1974.0,WFM,2087,1931.0,1925.0,wi,Shirjaeva, Jaroslava
2210,2018950,USA,F,1978.0,CM,2087,2094.0,2113.0,wa,Sloan, Julia Elizabeth
2211,5704820,MAS,F,1998.0,WFM,2087,1869.0,1928.0,wi,Tan, Li Ting
2212,13002864,MYA,F,1983.0,WFM,2087,1931.0,1925.0,wi,Thandar Aye Win,
2213,4109821,EST,F,1965.0,WFM,2086,2148.0,2040.0,wa,Gansvind, Valeriya I.
2214,4131843,RUS,F,1982.0,none,2086,1931.0,1925.0,wi,Gassij, Oksana
2215,14906708,SVK,F,1988.0,none,2086,1931.0,1925.0,wi,Glodova, Erika
2216,4167651,RUS,F,1985.0,none,2086,1931.0,1925.0,wi,Ivanova, Anastasiya
2217,14200996,UZB,F,1985.0,none,2086,1931.0,1925.0,wi,Khamrakulova, Shakhnoza
2218,13002970,MYA,F,1984.0,none,2086,1987.0,2069.0,wa,May Hsu Lwin,
2219,5018846,IND,F,1984.0,none,2086,1931.0,1925.0,wi,Sandhya, N.
2220,4164482,RUS,F,1986.0,WFM,2086,1931.0,1925.0,wi,Schmid, Svetlana
2221,931403,SRB,F,1984.0,WFM,2086,2026.0,2030.0,wa,Urosevic, Marija
2222,12800546,LTU,F,1997.0,WFM,2086,1956.0,2003.0,wi,Vanagaite, Giedre
2223,4145607,RUS,F,1980.0,none,2086,1931.0,1925.0,wi,Ykovets, Zhana
2224,14100827,UKR,F,1960.0,none,2085,1931.0,1925.0,wi,Baranova, Victory
2225,14601788,SLO,F,1971.0,none,2085,1931.0,1925.0,wi,Campa, Katarina
2226,1104659,POL,F,1972.0,none,2085,1931.0,1925.0,wi,Detko, Joanna
2227,13503740,BLR,F,1998.0,none,2085,1837.0,1887.0,wi,Fiadosenka, Rahneda
2228,2006715,USA,F,1985.0,WIM,2085,1931.0,1925.0,wi,Finegold, Gina L.
2229,3512460,CUB,F,1989.0,none,2085,1931.0,1925.0,wi,Gallinat Leyva, Kenia
2230,12516880,IRI,F,1985.0,none,2085,1931.0,1925.0,wi,Ghazi Ol Sharif, Kimia
2231,4612612,GER,F,1985.0,none,2085,1931.0,1925.0,wi,Hartlapp, Jutta
2232,731382,HUN,F,1990.0,none,2085,1931.0,1925.0,wi,Ignacz, Rozsa
2233,24139750,RUS,F,1996.0,WFM,2085,2127.0,2081.0,wi,Ivanova, Karina
2234,704563,HUN,F,1966.0,none,2085,1931.0,1925.0,wi,Kurucsai, Margit
2235,1115600,POL,F,1981.0,none,2085,1931.0,1925.0,wi,Kwiecien, Joanna
2236,14201232,UZB,F,1990.0,WIM,2085,2082.0,2164.0,wi,Nadirjanova, Nodira
2237,4608674,GER,F,1949.0,WFM,2085,1931.0,1925.0,wi,Nagrocka, Ewa
2238,302660,CZE,F,1970.0,none,2085,1931.0,1925.0,wi,Nemcova, Danuse
2239,12401390,VIE,F,1988.0,none,2085,1931.0,1925.0,wi,Pham, Thi Hoa
2240,1109111,POL,F,1979.0,none,2085,1931.0,1925.0,wi,Romaszko, Sylwia
2241,2200490,ESP,F,1996.0,none,2085,1931.0,1925.0,wi,Ruiz Font, Elisabet
2242,2004640,USA,F,1948.0,WIM,2085,1931.0,1925.0,wi,Simmons, Marulin
2243,14602032,SLO,F,1976.0,WFM,2085,2033.0,2026.0,wi,Stevanec, Lea
2244,709980,HUN,F,1979.0,none,2085,1931.0,1925.0,wi,Szonyi, Kata
2245,4113110,RUS,F,1995.0,WIM,2085,2044.0,2028.0,wi,Tomashevskaya, Lidia
2246,4628730,GER,F,1967.0,WFM,2085,1931.0,2075.0,wa,Von Herman, Brigitte
2247,1104616,POL,F,1968.0,none,2085,1931.0,1925.0,wi,Zietek-Czerwonska, Beata
2248,4671945,GER,F,1982.0,WFM,2084,1931.0,1925.0,wi,Bader, Katharina
2249,8608717,CHN,F,2003.0,none,2084,1825.0,1708.0,wa,Bai, Xue
2250,5016509,IND,F,1999.0,none,2084,1924.0,1988.0,wa,Bakshi, Rutuja
2251,32079460,ESP,F,2000.0,none,2084,1918.0,1997.0,wa,Comellas Martos, Lidia
2252,1142984,POL,F,1999.0,WFM,2084,1926.0,1848.0,wa,Dmochowska, Agnieszka
2253,3202119,AUS,F,1979.0,WFM,2084,1931.0,1925.0,wi,Klimenko, Veronica
2254,14501732,CRO,F,1952.0,WIM,2084,2169.0,1925.0,wi,Macek, Vlasta
2255,14603403,SLO,F,1987.0,WIM,2084,2053.0,2030.0,wa,Mar, Karmen
2256,4185129,RUS,F,1987.0,WFM,2084,1931.0,1925.0,wi,Moukhametova, Nadezhda
2257,662461,FRA,F,1994.0,WFM,2084,1931.0,1925.0,wa,Neuhauser, Salome
2258,4158008,RUS,F,1982.0,none,2084,1931.0,1925.0,wi,Oorzhak, Natalia
2259,24113875,RUS,F,1991.0,WFM,2084,2014.0,1964.0,wi,Semenova, Alina
2260,4158199,RUS,F,1984.0,none,2084,1974.0,1890.0,wi,Shibaeva, Elina
2261,8610975,CHN,F,1985.0,none,2084,2095.0,2099.0,wa,Zhou, Zirun
2262,4642279,GER,F,1972.0,WFM,2083,1931.0,1925.0,wi,Albert, Marion
2263,24164828,RUS,F,2002.0,WFM,2083,1648.0,1647.0,wi,Beshukova, Alina
2264,4195620,RUS,F,1993.0,none,2083,1931.0,1925.0,wi,Bibisheva, Diana
2265,24102105,RUS,F,1989.0,none,2083,2012.0,1925.0,wi,Cherepovskaya, Margarita
2266,676446,MNC,F,1999.0,WFM,2083,1882.0,1772.0,wa,Chung, Mathilde
2267,3418723,CHI,F,2002.0,WIM,2083,1759.0,1844.0,wa,Gomez Barrera, Javiera Belen
2268,24199893,RUS,F,2000.0,none,2083,2153.0,2003.0,wi,Guseva, Lidia
2269,7900724,ALG,F,1976.0,none,2083,1931.0,1925.0,wi,Houli, Asma
