,game_id,start_time,end_time,time_class,rules,white_username,white_result,black_username,black_result,moves,nMoves,blackMoves,whiteMoves,nBlackMoves,nWhiteMoves
32,1146826189,2015-09-05T20:45:41,2015-09-05T20:47:00,Bullet,ChessRule,3514196,win,316130,timeout,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'g4', 'Bg6', 'h4', 'h6', 'h5', 'Bh7', 'e6', 'Qd6', 'exf7+', 'Kxf7', 'Bd3', 'Bxd3', 'Qxd3', 'Nd7', 'Ne2', 'e5', 'Qf5+', 'Ngf6', 'dxe5', 'Qxe5', 'Qg6+', 'Kg8', 'Nc3', 'Qe8', 'Qf5', 'Bb4', 'Be3', 'Qe5', 'Qg6', 'Nf8', 'Qf5', 'Qxf5', 'gxf5', 'Kh7', 'O-O-O', 'N8d7', 'Nf4', 'Rhe8', 'Ne6', 'Nf8', 'Nf4', 'Bxc3', 'bxc3', 'Re7', 'Bd4', 'Rf7', 'Rdg1', 'Re8', 'Rg6', 'Kh8', 'Rg3', 'N8h7', 'Ng6+', 'Kg8', 'Ne5', 'Rfe7', 'f4', 'b6', 'Nxc6', 'Rc7', 'Ne5', 'Rec8', 'Rhg1', 'Kf8', 'Rg6', 'Re7', 'Ng4', 'Nxg4', 'R1xg4', 'Rcc7', 'f6', '1-0']",78,"['e4', 'd4', 'e5', 'g4', 'h4', 'h5', 'e6', 'exf7+', 'Bd3', 'Qxd3', 'Ne2', 'Qf5+', 'dxe5', 'Qg6+', 'Nc3', 'Qf5', 'Be3', 'Qg6', 'Qf5', 'gxf5', 'O-O-O', 'Nf4', 'Ne6', 'Nf4', 'bxc3', 'Bd4', 'Rdg1', 'Rg6', 'Rg3', 'Ng6+', 'Ne5', 'f4', 'Nxc6', 'Ne5', 'Rhg1', 'Rg6', 'Ng4', 'R1xg4', 'f6']","['c6', 'd5', 'Bf5', 'Bg6', 'h6', 'Bh7', 'Qd6', 'Kxf7', 'Bxd3', 'Nd7', 'e5', 'Ngf6', 'Qxe5', 'Kg8', 'Qe8', 'Bb4', 'Qe5', 'Nf8', 'Qxf5', 'Kh7', 'N8d7', 'Rhe8', 'Nf8', 'Bxc3', 'Re7', 'Rf7', 'Re8', 'Kh8', 'N8h7', 'Kg8', 'Rfe7', 'b6', 'Rc7', 'Rec8', 'Kf8', 'Re7', 'Nxg4', 'Rcc7', '1-0']",39,39
33,1146828590,2015-09-05T20:47:54,2015-09-05T20:49:00,Bullet,ChessRule,1024183,win,14117177,resigned,"['e4', 'd6', 'd4', 'Nd7', 'Nc3', 'e5', 'Nf3', 'Ngf6', 'g4', 'Be7', 'g5', 'Nh5', 'h4', 'Nf4', 'Bxf4', 'exf4', 'Qd2', 'c6', 'Qxf4', 'Qb6', 'O-O-O', 'a5', 'e5', 'dxe5', 'dxe5', 'Qxf2', 'Ne4', 'Qb6', 'Nd6+', 'Bxd6', 'exd6', 'O-O', 'h5', 'Nc5', 'Bc4', 'Be6', 'g6', 'fxg6', 'Bxe6+', 'Nxe6', 'Qc4', 'Qe3+', 'Nd2', 'Rf2', 'hxg6', 'h6', 'Rhe1', 'b5', 'Rxe3', 'bxc4', 'Rxe6', 'c3', 'bxc3', 'Rb8', 'd7', 'Rff8', 'Ne4', 'Rb1+', 'Kxb1', 'Rb8+', 'Kc1', 'Rb1+', 'Kxb1', '1-0']",64,"['e4', 'd4', 'Nc3', 'Nf3', 'g4', 'g5', 'h4', 'Bxf4', 'Qd2', 'Qxf4', 'O-O-O', 'e5', 'dxe5', 'Ne4', 'Nd6+', 'exd6', 'h5', 'Bc4', 'g6', 'Bxe6+', 'Qc4', 'Nd2', 'hxg6', 'Rhe1', 'Rxe3', 'Rxe6', 'bxc3', 'd7', 'Ne4', 'Kxb1', 'Kc1', 'Kxb1']","['d6', 'Nd7', 'e5', 'Ngf6', 'Be7', 'Nh5', 'Nf4', 'exf4', 'c6', 'Qb6', 'a5', 'dxe5', 'Qxf2', 'Qb6', 'Bxd6', 'O-O', 'Nc5', 'Be6', 'fxg6', 'Nxe6', 'Qe3+', 'Rf2', 'h6', 'b5', 'bxc4', 'c3', 'Rb8', 'Rff8', 'Rb1+', 'Rb8+', 'Rb1+', '1-0']",32,32
34,1146830602,2015-09-05T20:49:16,2015-09-05T20:51:00,Bullet,ChessRule,4632001,win,302538,resigned,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Bc4', 'Bc5', 'O-O', 'd6', 'c3', 'Bg4', 'Qb3', 'Bxf3', 'Bxf7+', 'Kf8', 'Bxg8', 'Rxg8', 'gxf3', 'Qf6', 'Qxb7', 'Ne5', 'Qxa8+', 'Kf7', 'Qd5+', 'Kf8', 'f4', 'Nf3+', 'Kg2', 'g5', 'fxg5', 'Nxg5', 'Qf5', 'Nf7+', 'Kh1', 'Qh4', 'Bf4', 'd3', 'Nd2', 'Bxf2', 'e5', 'dxe5', 'Bxe5', 'Rg5', 'Qxf2', 'Qg4', '1-0']",47,"['e4', 'Nf3', 'd4', 'Bc4', 'O-O', 'c3', 'Qb3', 'Bxf7+', 'Bxg8', 'gxf3', 'Qxb7', 'Qxa8+', 'Qd5+', 'f4', 'Kg2', 'fxg5', 'Qf5', 'Kh1', 'Bf4', 'Nd2', 'e5', 'Bxe5', 'Qxf2', '1-0']","['e5', 'Nc6', 'exd4', 'Bc5', 'd6', 'Bg4', 'Bxf3', 'Kf8', 'Rxg8', 'Qf6', 'Ne5', 'Kf7', 'Kf8', 'Nf3+', 'g5', 'Nxg5', 'Nf7+', 'Qh4', 'd3', 'Bxf2', 'dxe5', 'Rg5', 'Qg4']",24,23
35,1146832291,2015-09-05T20:52:38,2015-09-05T20:54:00,Bullet,ChessRule,36037354,timeout,3903877,win,"['e4', 'e6', 'd3', 'd5', 'Nd2', 'c5', 'Qe2', 'Be7', 'Ngf3', 'Nf6', 'e5', 'Nfd7', 'g3', 'Nc6', 'Bg2', 'Qc7', 'O-O', 'Ndxe5', 'Nxe5', 'Qxe5', 'Qg4', 'O-O', 'Nf3', 'Qc7', 'c4', 'e5', 'Qh5', 'd4', 'Ng5', 'h6', 'Ne4', 'f5', 'Bxh6', 'fxe4', 'Bxe4', 'Rf6', 'Bg5', 'Be6', 'Bxf6', 'Bxf6', 'Qh7+', 'Kf7', 'f4', 'Ke7', 'fxe5', 'Qxe5', 'Rae1', 'Qg5', 'Bd5', 'Ne5', 'Bxe6', 'Kxe6', 'Qe4', 'Rd8', 'Qxb7', 'Rd6', 'Qe4', 'Kd7', 'Kg2', 'Kc7', 'h4', 'Qg4', 'Qxg4', 'Nxg4', 'Kh3', 'Ne3', 'Rf2', 'g5', 'h5', 'g4+', 'Kh2', 'Be5', '0-1']",73,"['e4', 'd3', 'Nd2', 'Qe2', 'Ngf3', 'e5', 'g3', 'Bg2', 'O-O', 'Nxe5', 'Qg4', 'Nf3', 'c4', 'Qh5', 'Ng5', 'Ne4', 'Bxh6', 'Bxe4', 'Bg5', 'Bxf6', 'Qh7+', 'f4', 'fxe5', 'Rae1', 'Bd5', 'Bxe6', 'Qe4', 'Qxb7', 'Qe4', 'Kg2', 'h4', 'Qxg4', 'Kh3', 'Rf2', 'h5', 'Kh2', '0-1']","['e6', 'd5', 'c5', 'Be7', 'Nf6', 'Nfd7', 'Nc6', 'Qc7', 'Ndxe5', 'Qxe5', 'O-O', 'Qc7', 'e5', 'd4', 'h6', 'f5', 'fxe4', 'Rf6', 'Be6', 'Bxf6', 'Kf7', 'Ke7', 'Qxe5', 'Qg5', 'Ne5', 'Kxe6', 'Rd8', 'Rd6', 'Kd7', 'Kc7', 'Qg4', 'Nxg4', 'Ne3', 'g5', 'g4+', 'Be5']",37,36
36,1146834559,2015-09-05T20:55:55,2015-09-05T20:57:00,Bullet,ChessRule,34100552,win,637033,timeout,"['d4', 'f5', 'c4', 'Nf6', 'Nc3', 'd6', 'g3', 'g6', 'Bg2', 'Bg7', 'Nf3', 'O-O', 'O-O', 'c6', 'Qc2', 'Qe8', 'Bg5', 'e5', 'Bxf6', 'Bxf6', 'dxe5', 'dxe5', 'e4', 'Na6', 'a3', 'Nc5', 'Nd2', 'a5', 'b4', 'Ne6', 'f4', 'Nd4', 'Qd3', 'axb4', 'axb4', 'Rxa1', 'Rxa1', 'Be6', 'fxe5', 'Bxe5', 'Nf3', 'Nxf3+', 'Bxf3', 'fxe4', 'Bxe4', 'Qf7', 'Bg2', 'Bxc4', 'Qe3', 'Qf6', 'Ne4', 'Qg7', 'Rd1', 'Bd5', 'Kh1', 'h6', 'b5', 'Kh7', 'bxc6', 'bxc6', 'Nf2', 'Bf6', 'Bxd5', 'cxd5', 'Ng4', 'Bg5', 'Qd4', 'Rf1+', 'Kg2', 'Rxd1', 'Qxd1', 'h5', 'Nf2', 'Qe5', 'Qf3', 'd4', 'Nd3', 'Qe3', 'Qxe3', 'Bxe3', 'Kf3', 'g5', 'h3', 'Kg6', 'g4', 'h4', 'Ke4', 'Kf6', 'Ne5', 'd3', 'Nxd3', 'Bf4', 'Ne1', 'Bg3', 'Nd3', 'Bf4', 'Nc5', 'Kg6', 'Nd3', 'Kh6', 'Ne1', 'Kh7', 'Nf3', 'Kg7', 'Nxh4', 'Kf6', 'Ng2', 'Bg3', 'Ne3', 'Kg6', 'Nf5', '1-0']",112,"['d4', 'c4', 'Nc3', 'g3', 'Bg2', 'Nf3', 'O-O', 'Qc2', 'Bg5', 'Bxf6', 'dxe5', 'e4', 'a3', 'Nd2', 'b4', 'f4', 'Qd3', 'axb4', 'Rxa1', 'fxe5', 'Nf3', 'Bxf3', 'Bxe4', 'Bg2', 'Qe3', 'Ne4', 'Rd1', 'Kh1', 'b5', 'bxc6', 'Nf2', 'Bxd5', 'Ng4', 'Qd4', 'Kg2', 'Qxd1', 'Nf2', 'Qf3', 'Nd3', 'Qxe3', 'Kf3', 'h3', 'g4', 'Ke4', 'Ne5', 'Nxd3', 'Ne1', 'Nd3', 'Nc5', 'Nd3', 'Ne1', 'Nf3', 'Nxh4', 'Ng2', 'Ne3', 'Nf5']","['f5', 'Nf6', 'd6', 'g6', 'Bg7', 'O-O', 'c6', 'Qe8', 'e5', 'Bxf6', 'dxe5', 'Na6', 'Nc5', 'a5', 'Ne6', 'Nd4', 'axb4', 'Rxa1', 'Be6', 'Bxe5', 'Nxf3+', 'fxe4', 'Qf7', 'Bxc4', 'Qf6', 'Qg7', 'Bd5', 'h6', 'Kh7', 'bxc6', 'Bf6', 'cxd5', 'Bg5', 'Rf1+', 'Rxd1', 'h5', 'Qe5', 'd4', 'Qe3', 'Bxe3', 'g5', 'Kg6', 'h4', 'Kf6', 'd3', 'Bf4', 'Bg3', 'Bf4', 'Kg6', 'Kh6', 'Kh7', 'Kg7', 'Kf6', 'Bg3', 'Kg6', '1-0']",56,56
37,1146837008,2015-09-05T20:56:58,2015-09-05T20:58:00,Bullet,ChessRule,6334865,win,3526291,resigned,"['e4', 'e6', 'd4', 'd5', 'e5', 'f5', 'exf6', 'Nxf6', 'g4', 'Bd6', 'g5', 'Nfd7', 'Bd3', 'Nf8', 'h4', 'e5', 'dxe5', 'Bxe5', 'f4', 'Bd6', 'Nf3', 'Bg4', 'Kf2', 'c6', 'Re1+', 'Kd7', 'Ne5+', 'Bxe5', 'Qxg4+', 'Kc7', 'Rxe5', 'Nbd7', 'Re1', 'h5', 'Qg3', 'Kb6', 'Be3+', 'c5', 'a4', 'd4', 'a5+', 'Kc6', 'Be4+', 'Kc7', 'f5+', 'Kc8', 'Bf4', 'Nb8', 'a6', 'Nxa6', 'Rxa6', 'bxa6', 'Bxa8', '1-0']",54,"['e4', 'd4', 'e5', 'exf6', 'g4', 'g5', 'Bd3', 'h4', 'dxe5', 'f4', 'Nf3', 'Kf2', 'Re1+', 'Ne5+', 'Qxg4+', 'Rxe5', 'Re1', 'Qg3', 'Be3+', 'a4', 'a5+', 'Be4+', 'f5+', 'Bf4', 'a6', 'Rxa6', 'Bxa8']","['e6', 'd5', 'f5', 'Nxf6', 'Bd6', 'Nfd7', 'Nf8', 'e5', 'Bxe5', 'Bd6', 'Bg4', 'c6', 'Kd7', 'Bxe5', 'Kc7', 'Nbd7', 'h5', 'Kb6', 'c5', 'd4', 'Kc6', 'Kc7', 'Kc8', 'Nb8', 'Nxa6', 'bxa6', '1-0']",27,27
38,1146838337,2015-09-05T20:58:03,2015-09-05T21:00:00,Bullet,ChessRule,25073230,win,14117665,resigned,"['d4', 'd5', 'c4', 'dxc4', 'Nc3', 'c6', 'e3', 'b5', 'a4', 'Bd7', 'axb5', 'cxb5', 'b3', 'Qc8', 'bxc4', 'bxc4', 'Nf3', 'Nf6', 'Ne5', 'e6', 'Nxc4', 'Bb4', 'Qb3', 'Nd5', 'Bd2', 'a5', 'Nxd5', 'Bxd2+', 'Nxd2', 'exd5', 'Qxd5', 'Nc6', 'Bb5', 'O-O', 'Rc1', 'Nb4', 'Rxc8', 'Nxd5', 'Rxf8+', 'Kxf8', 'Bxd7', 'a4', 'O-O', 'a3', 'Bc6', 'Nc3', 'Bxa8', '1-0']",48,"['d4', 'c4', 'Nc3', 'e3', 'a4', 'axb5', 'b3', 'bxc4', 'Nf3', 'Ne5', 'Nxc4', 'Qb3', 'Bd2', 'Nxd5', 'Nxd2', 'Qxd5', 'Bb5', 'Rc1', 'Rxc8', 'Rxf8+', 'Bxd7', 'O-O', 'Bc6', 'Bxa8']","['d5', 'dxc4', 'c6', 'b5', 'Bd7', 'cxb5', 'Qc8', 'bxc4', 'Nf6', 'e6', 'Bb4', 'Nd5', 'a5', 'Bxd2+', 'exd5', 'Nc6', 'O-O', 'Nb4', 'Nxd5', 'Kxf8', 'a4', 'a3', 'Nc3', '1-0']",24,24
39,1146840252,2015-09-05T21:01:03,2015-09-05T21:03:00,Bullet,ChessRule,1033689,win,4159314,timeout,"['e4', 'e6', 'd4', 'd5', 'e5', 'f5', 'exf6', 'Nxf6', 'g4', 'h6', 'Bd3', 'Nc6', 'Bg6+', 'Kd7', 'Nc3', 'Bd6', 'f4', 'a6', 'h3', 'Qe7', 'Nf3', 'b5', 'O-O', 'Bb7', 'a4', 'b4', 'Ne2', 'Raf8', 'Ne5+', 'Kc8', 'c4', 'dxc4', 'Nxc4', 'Nd5', 'Ne5', 'Qf6', 'Be4', 'Bxe5', 'dxe5', 'Qe7', 'Bxd5', 'exd5', 'Be3', 'Rd8', 'Nd4', 'Nxd4', 'Qxd4', 'c5', 'Qxc5+', 'Qxc5', 'Bxc5', 'd4', 'Bxb4', 'd3', 'Bd6', 'Be4', 'Rfe1', 'Bf3', 'Re3', 'Be2', 'Kf2', 'Kb7', 'Re1', 'Rc8', 'R1xe2', 'dxe2', 'Rxe2', 'Rc4', 'Kg3', 'Rxa4', 'e6', 'Re8', 'e7', 'Rc4', 'f5', 'Rc6', 'Ba3', 'Rb6', 'h4', 'Rb3+', 'Kg2', 'Rb5', 'Kf3', 'h5', 'Kf4', 'hxg4', 'Kxg4', 'Rd5', 'Kg5', 'Rd7', 'Kg6', 'a5', 'Kxg7', 'Rexe7+', 'Rxe7', '1-0']",96,"['e4', 'd4', 'e5', 'exf6', 'g4', 'Bd3', 'Bg6+', 'Nc3', 'f4', 'h3', 'Nf3', 'O-O', 'a4', 'Ne2', 'Ne5+', 'c4', 'Nxc4', 'Ne5', 'Be4', 'dxe5', 'Bxd5', 'Be3', 'Nd4', 'Qxd4', 'Qxc5+', 'Bxc5', 'Bxb4', 'Bd6', 'Rfe1', 'Re3', 'Kf2', 'Re1', 'R1xe2', 'Rxe2', 'Kg3', 'e6', 'e7', 'f5', 'Ba3', 'h4', 'Kg2', 'Kf3', 'Kf4', 'Kxg4', 'Kg5', 'Kg6', 'Kxg7', 'Rxe7']","['e6', 'd5', 'f5', 'Nxf6', 'h6', 'Nc6', 'Kd7', 'Bd6', 'a6', 'Qe7', 'b5', 'Bb7', 'b4', 'Raf8', 'Kc8', 'dxc4', 'Nd5', 'Qf6', 'Bxe5', 'Qe7', 'exd5', 'Rd8', 'Nxd4', 'c5', 'Qxc5', 'd4', 'd3', 'Be4', 'Bf3', 'Be2', 'Kb7', 'Rc8', 'dxe2', 'Rc4', 'Rxa4', 'Re8', 'Rc4', 'Rc6', 'Rb6', 'Rb3+', 'Rb5', 'h5', 'hxg4', 'Rd5', 'Rd7', 'a5', 'Rexe7+', '1-0']",48,48
40,1146842558,2015-09-05T21:03:47,2015-09-05T21:05:00,Bullet,ChessRule,1631217,win,6201768,timeout,"['d4', 'f5', 'c4', 'Nf6', 'Nc3', 'g6', 'Nf3', 'Bg7', 'g3', 'd6', 'Bg2', 'O-O', 'O-O', 'c6', 'Bd2', 'Qe8', 'Qc1', 'e5', 'dxe5', 'dxe5', 'Bh6', 'e4', 'Bxg7', 'Kxg7', 'Nd4', 'Qe5', 'e3', 'Nbd7', 'Qc2', 'Nc5', 'Rad1', 'a5', 'b3', 'g5', 'Nde2', 'Nd3', 'Rd2', 'Be6', 'Rfd1', 'Rad8', 'Nc1', 'Nb4', 'Qb2', 'Rxd2', 'Rxd2', 'f4', 'a3', 'Na6', 'Nd1', 'Qxb2', 'Nxb2', 'f3', 'Bf1', 'Nc5', 'b4', 'axb4', 'axb4', 'Ncd7', 'c5', 'Ne5', 'Na4', 'Ra8', 'Nb6', 'Ra1', 'Rd1', 'h5', 'h4', 'Bb3', 'Nxb3', 'Rxd1', 'Nd4', 'gxh4', 'Nf5+', 'Kg6', 'Nxh4+', 'Kg5', 'Nc8', 'Nfg4', 'Nd6', 'Nd3', 'Nxe4+', 'Kh6', 'Nf5+', 'Kh7', 'Ng5+', 'Kg6', 'Nxf3', 'Kxf5', 'Nd4+', 'Ke4', 'f3+', 'Kxe3', 'Nc2+', 'Kd2', 'fxg4', 'Nf2', 'gxh5', 'Kxc2', 'Kxf2', 'Rd2+', 'Kf3', 'Rd7', 'Be2', 'Re7', 'Kf4', 'Kc3', 'Bg4', 'Kxb4', 'Bf5', 'Kxc5', 'h6', 'b5', 'h7', 'Rxh7', 'Bxh7', 'b4', 'Be4', 'Kd4', 'Bxc6', 'b3', 'Be4', 'b2', 'g4', '1-0']",124,"['d4', 'c4', 'Nc3', 'Nf3', 'g3', 'Bg2', 'O-O', 'Bd2', 'Qc1', 'dxe5', 'Bh6', 'Bxg7', 'Nd4', 'e3', 'Qc2', 'Rad1', 'b3', 'Nde2', 'Rd2', 'Rfd1', 'Nc1', 'Qb2', 'Rxd2', 'a3', 'Nd1', 'Nxb2', 'Bf1', 'b4', 'axb4', 'c5', 'Na4', 'Nb6', 'Rd1', 'h4', 'Nxb3', 'Nd4', 'Nf5+', 'Nxh4+', 'Nc8', 'Nd6', 'Nxe4+', 'Nf5+', 'Ng5+', 'Nxf3', 'Nd4+', 'f3+', 'Nc2+', 'fxg4', 'gxh5', 'Kxf2', 'Kf3', 'Be2', 'Kf4', 'Bg4', 'Bf5', 'h6', 'h7', 'Bxh7', 'Be4', 'Bxc6', 'Be4', 'g4']","['f5', 'Nf6', 'g6', 'Bg7', 'd6', 'O-O', 'c6', 'Qe8', 'e5', 'dxe5', 'e4', 'Kxg7', 'Qe5', 'Nbd7', 'Nc5', 'a5', 'g5', 'Nd3', 'Be6', 'Rad8', 'Nb4', 'Rxd2', 'f4', 'Na6', 'Qxb2', 'f3', 'Nc5', 'axb4', 'Ncd7', 'Ne5', 'Ra8', 'Ra1', 'h5', 'Bb3', 'Rxd1', 'gxh4', 'Kg6', 'Kg5', 'Nfg4', 'Nd3', 'Kh6', 'Kh7', 'Kg6', 'Kxf5', 'Ke4', 'Kxe3', 'Kd2', 'Nf2', 'Kxc2', 'Rd2+', 'Rd7', 'Re7', 'Kc3', 'Kxb4', 'Kxc5', 'b5', 'Rxh7', 'b4', 'Kd4', 'b3', 'b2', '1-0']",62,62
41,1146844960,2015-09-05T21:05:15,2015-09-05T21:07:00,Bullet,ChessRule,22201220,resigned,44157797,win,"['h4', 'e6', 'h5', 'h6', 'g4', 'd5', 'd3', 'c5', 'Nd2', 'Nc6', 'e3', 'e5', 'Ndf3', 'Bd6', 'Bh3', 'Nf6', 'g5', 'hxg5', 'Bxc8', 'Qxc8', 'Nxg5', 'Qf5', 'N5f3', 'Rxh5', 'Rxh5', 'Qxh5', 'Bd2', 'O-O-O', 'Bc3', 'e4', 'Nd2', 'd4', 'exd4', 'cxd4', 'Qxh5', 'Nxh5', 'Nxe4', 'dxc3', 'bxc3', 'f5', 'Nxd6+', 'Rxd6', 'Kd2', 'Re6', 'Nf3', 'g6', 'c4', 'Nf4', 'Rg1', 'Re2+', 'Kc3', 'Rxf2', 'Ng5', 'Ne2+', '0-1']",55,"['h4', 'h5', 'g4', 'd3', 'Nd2', 'e3', 'Ndf3', 'Bh3', 'g5', 'Bxc8', 'Nxg5', 'N5f3', 'Rxh5', 'Bd2', 'Bc3', 'Nd2', 'exd4', 'Qxh5', 'Nxe4', 'bxc3', 'Nxd6+', 'Kd2', 'Nf3', 'c4', 'Rg1', 'Kc3', 'Ng5', '0-1']","['e6', 'h6', 'd5', 'c5', 'Nc6', 'e5', 'Bd6', 'Nf6', 'hxg5', 'Qxc8', 'Qf5', 'Rxh5', 'Qxh5', 'O-O-O', 'e4', 'd4', 'cxd4', 'Nxh5', 'dxc3', 'f5', 'Rxd6', 'Re6', 'g6', 'Nf4', 'Re2+', 'Rxf2', 'Ne2+']",28,27
42,1146846351,2015-09-05T21:07:35,2015-09-05T21:09:00,Bullet,ChessRule,2021749,resigned,12917940,win,"['d4', 'f5', 'c4', 'Nf6', 'Nc3', 'g6', 'e3', 'Bg7', 'Nf3', 'd6', 'b3', 'O-O', 'Bb2', 'c6', 'g3', 'Qe8', 'Bg2', 'e5', 'd5', 'e4', 'Nd4', 'c5', 'Ndb5', 'Qe7', 'Na3', 'a6', 'Nc2', 'Nbd7', 'a4', 'Ne5', 'O-O', 'Nd3', 'Qb1', 'Ng4', 'Ne1', 'Nxb2', 'Qxb2', 'Bd7', 'Qc2', 'Ne5', 'Rd1', 'g5', 'f4', 'Ng4', 'Qe2', 'Bxc3', 'Nc2', 'gxf4', 'exf4', 'Qg7', 'h3', 'Nf6', 'Kh2', 'Kh8', 'Rg1', 'Rg8', 'Bf1', 'Qh6', 'Ne3', 'Bd4', 'Rxd4', 'cxd4', 'Ng2', 'Rg7', 'Qd1', 'd3', 'Ne3', 'Rag8', 'b4', 'Rxg3', 'Rxg3', 'Qxf4', 'Ng4', 'Nxg4+', 'hxg4', 'Rxg4', 'Qe1', 'd2', 'Qf2', 'Qxf2+', '0-1']",81,"['d4', 'c4', 'Nc3', 'e3', 'Nf3', 'b3', 'Bb2', 'g3', 'Bg2', 'd5', 'Nd4', 'Ndb5', 'Na3', 'Nc2', 'a4', 'O-O', 'Qb1', 'Ne1', 'Qxb2', 'Qc2', 'Rd1', 'f4', 'Qe2', 'Nc2', 'exf4', 'h3', 'Kh2', 'Rg1', 'Bf1', 'Ne3', 'Rxd4', 'Ng2', 'Qd1', 'Ne3', 'b4', 'Rxg3', 'Ng4', 'hxg4', 'Qe1', 'Qf2', '0-1']","['f5', 'Nf6', 'g6', 'Bg7', 'd6', 'O-O', 'c6', 'Qe8', 'e5', 'e4', 'c5', 'Qe7', 'a6', 'Nbd7', 'Ne5', 'Nd3', 'Ng4', 'Nxb2', 'Bd7', 'Ne5', 'g5', 'Ng4', 'Bxc3', 'gxf4', 'Qg7', 'Nf6', 'Kh8', 'Rg8', 'Qh6', 'Bd4', 'cxd4', 'Rg7', 'd3', 'Rag8', 'Rxg3', 'Qxf4', 'Nxg4+', 'Rxg4', 'd2', 'Qxf2+']",41,40
43,1146848200,2015-09-05T21:08:07,2015-09-05T21:10:00,Bullet,ChessRule,24603147,win,687073,resigned,"['e4', 'e6', 'd4', 'd5', 'e5', 'f5', 'exf6', 'Nxf6', 'g4', 'h6', 'Bd3', 'Kf7', 'Nf3', 'Bd6', 'g5', 'hxg5', 'Nxg5+', 'Kg8', 'Bg6', 'Ne4', 'Nxe4', 'dxe4', 'Bxe4', 'Qf6', 'Nc3', 'Rxh2', 'Rxh2', 'Bxh2', 'Qh5', 'Nd7', 'Qxh2', 'Qxd4', 'Be3', 'Qxe4', 'Nxe4', '1-0']",36,"['e4', 'd4', 'e5', 'exf6', 'g4', 'Bd3', 'Nf3', 'g5', 'Nxg5+', 'Bg6', 'Nxe4', 'Bxe4', 'Nc3', 'Rxh2', 'Qh5', 'Qxh2', 'Be3', 'Nxe4']","['e6', 'd5', 'f5', 'Nxf6', 'h6', 'Kf7', 'Bd6', 'hxg5', 'Kg8', 'Ne4', 'dxe4', 'Qf6', 'Rxh2', 'Bxh2', 'Nd7', 'Qxd4', 'Qxe4', '1-0']",18,18
44,1146849306,2015-09-05T21:11:35,2015-09-05T21:13:00,Bullet,ChessRule,4157109,timeout,12503916,win,"['d4', 'f5', 'c3', 'Nf6', 'f4', 'd6', 'Nf3', 'c6', 'e3', 'g6', 'Bc4', 'Bg7', 'O-O', 'd5', 'Bd3', 'Ne4', 'Bxe4', 'fxe4', 'Ne5', 'O-O', 'a4', 'Be6', 'b4', 'Nd7', 'a5', 'Nxe5', 'dxe5', 'b6', 'Nd2', 'c5', 'Nb3', 'Rc8', 'axb6', 'axb6', 'Ba3', 'Qd7', 'bxc5', 'Bg4', 'Qd4', 'Qb5', 'Rab1', 'e6', 'cxb6', 'Rc4', 'Qd2', 'Ra8', 'Bd6', 'Qxb6', 'Nc5', 'Qc6', 'Nb3', 'Rc8', 'Nd4', 'Qd7', 'Bb4', 'Bf5', 'h3', 'h5', 'Qc2', 'h4', 'Rbc1', 'Bf8', 'Qf2', 'Bxb4', 'cxb4', 'Rxc1', 'Rxc1', 'Rxc1+', 'Kh2', 'Rh1+', '0-1']",71,"['d4', 'c3', 'f4', 'Nf3', 'e3', 'Bc4', 'O-O', 'Bd3', 'Bxe4', 'Ne5', 'a4', 'b4', 'a5', 'dxe5', 'Nd2', 'Nb3', 'axb6', 'Ba3', 'bxc5', 'Qd4', 'Rab1', 'cxb6', 'Qd2', 'Bd6', 'Nc5', 'Nb3', 'Nd4', 'Bb4', 'h3', 'Qc2', 'Rbc1', 'Qf2', 'cxb4', 'Rxc1', 'Kh2', '0-1']","['f5', 'Nf6', 'd6', 'c6', 'g6', 'Bg7', 'd5', 'Ne4', 'fxe4', 'O-O', 'Be6', 'Nd7', 'Nxe5', 'b6', 'c5', 'Rc8', 'axb6', 'Qd7', 'Bg4', 'Qb5', 'e6', 'Rc4', 'Ra8', 'Qxb6', 'Qc6', 'Rc8', 'Qd7', 'Bf5', 'h5', 'h4', 'Bf8', 'Bxb4', 'Rxc1', 'Rxc1+', 'Rh1+']",36,35
